trade_date,ts_code,name,industry,area,pe,float_share,total_share,total_assets,liquid_assets,fixed_assets,reserved,reserved_pershare,eps,bvps,pb,list_date,undp,per_undp,rev_yoy,profit_yoy,gpr,npr,holder_num
20230523,002347.SZ,泰尔股份,机械基件,安徽,246.79,3.35,5.05,25.77,19.58,2.44,5.93,1.18,0.005,2.46,2.12,20100128,0.96,0.19,34.93,292.41,19.57,0.71,40765
20230523,002348.SZ,高乐股份,文教休闲,广东,0.0,8.89,9.47,7.92,2.41,5.08,0.1,0.01,-0.017,0.59,7.51,20100203,-4.67,-0.49,-36.63,67.35,16.68,-40.03,40975
20230523,002349.SZ,精华制药,中成药,江苏,25.28,8.11,8.14,30.92,18.0,6.29,9.06,1.11,0.108,3.06,3.56,20100203,6.65,0.82,1.87,31.14,50.4,23.79,148231
20230523,002350.SZ,北京科锐,电气设备,北京,0.0,5.29,5.42,31.33,18.24,5.82,7.35,1.36,-0.07,3.38,2.22,20100203,5.55,1.02,0.43,54.26,11.63,-15.39,61542
20230523,002351.SZ,漫步者,IT设备,深圳,56.09,4.92,8.89,28.3,22.69,3.97,4.69,0.53,0.086,2.67,7.2,20100205,8.69,0.98,13.5,38.18,34.52,15.33,62107
20230523,002352.SZ,顺丰控股,仓储物流,深圳,35.3,48.41,48.95,2140.87,893.72,446.11,440.64,9.0,0.35,17.9,2.77,20100205,350.91,7.17,-3.07,68.28,13.86,2.74,181509
20230523,002353.SZ,杰瑞股份,化工机械,山东,18.35,6.9,10.27,296.67,218.56,23.3,62.89,6.12,0.34,17.13,1.47,20100205,102.13,9.94,24.92,61.13,36.09,15.91,48033
20230523,002354.SZ,天娱数科,互联网,辽宁,243.45,16.17,16.55,28.78,8.82,0.48,70.5,4.26,0.006,1.46,4.11,20100209,-61.83,-3.74,-4.69,11.93,17.66,3.11,137787
20230523,002355.SZ,兴民智通,汽车配件,山东,252.55,6.18,6.21,25.78,8.6,6.6,18.6,3.0,0.004,2.25,1.84,20100209,-11.51,-1.86,-21.51,103.99,3.56,0.68,40184
20230523,002356.SZ,赫美集团,其他商业,深圳,406.25,13.1,13.11,8.41,7.31,0.73,20.41,1.56,0.003,0.47,9.84,20100209,-27.66,-2.11,-1.64,208.23,50.59,6.28,16700
20230523,002357.SZ,富临运业,公路,四川,10.28,3.13,3.13,27.45,3.08,6.66,1.87,0.6,0.159,4.33,1.51,20100210,6.85,2.18,9.28,8.58,17.78,25.58,25683
20230523,002358.SZ,森源电气,电气设备,河南,77.93,9.29,9.3,61.92,36.93,21.82,19.35,2.08,0.014,3.34,1.35,20100210,0.03,0.0,12.17,60.36,23.81,2.7,43830
20230523,002360.SZ,同德化工,化工原料,山西,29.1,3.21,4.02,30.75,8.47,3.3,0.66,0.16,0.07,4.21,1.8,20100303,10.62,2.64,0.98,26.16,38.4,15.13,17429
20230523,002361.SZ,神剑股份,化工原料,安徽,146.24,7.95,9.51,44.84,26.97,7.84,8.13,0.85,0.007,2.49,1.61,20100303,5.04,0.53,0.5,9.12,10.08,1.32,51062
20230523,002362.SZ,汉王科技,软件服务,北京,0.0,2.07,2.44,18.9,15.06,1.81,14.87,6.08,-0.122,5.57,5.03,20100303,-3.67,-1.5,7.66,-32.71,40.45,-12.4,91586
20230523,002363.SZ,隆基机械,汽车配件,山东,53.31,4.16,4.19,34.87,24.02,9.67,13.86,3.31,0.03,5.12,1.38,20100305,2.75,0.66,1.41,-9.33,8.59,2.39,40005
20230523,002364.SZ,中恒电气,电气设备,浙江,177.56,5.25,5.64,31.6,21.3,2.61,9.64,1.71,0.01,3.97,2.0,20100305,6.34,1.13,6.31,10.97,26.32,2.21,49148
20230523,002365.SZ,永安药业,化学制药,湖北,48.68,2.44,2.95,24.32,12.07,9.41,7.13,2.42,0.051,6.9,1.43,20100305,8.69,2.95,-24.51,-70.38,29.1,4.4,30995
20230523,002366.SZ,台海核电,专用机械,四川,0.0,8.98,20.81,63.82,38.69,14.05,49.09,2.36,-0.01,2.19,2.97,20100312,-8.25,-0.4,-6.94,64.6,-1.92,-18.34,32511
20230523,002367.SZ,康力电梯,运输设备,江苏,19.24,5.25,7.98,67.18,48.41,10.45,12.28,1.54,0.11,4.15,2.03,20100312,9.85,1.23,-3.17,136.96,27.32,9.58,35842
20230523,002368.SZ,太极股份,软件服务,北京,197.63,6.2,6.23,147.51,111.9,11.05,13.65,2.19,0.05,7.39,4.71,20100312,22.98,3.69,-0.77,46.55,26.81,1.52,49214
20230523,002369.SZ,卓翼科技,通信设备,深圳,0.0,5.66,5.67,31.25,13.13,8.16,12.22,2.16,-0.104,1.82,2.83,20100316,-8.34,-1.47,1.6,-16.81,-2.46,-13.21,63063
20230523,002370.SZ,亚太药业,化学制药,浙江,0.0,5.37,5.37,14.91,9.78,3.77,13.1,2.44,-0.005,0.18,25.0,20100316,-18.12,-3.38,80.88,90.93,37.5,-2.12,72891
20230523,002371.SZ,北方华创,半导体,北京,65.12,5.27,5.29,448.54,327.99,26.14,141.21,26.71,1.12,38.55,7.56,20100316,57.51,10.88,81.26,186.58,41.18,15.89,72299
20230523,002372.SZ,伟星新材,其他建材,浙江,47.37,14.54,15.92,69.85,48.3,12.73,4.8,0.3,0.11,3.46,5.97,20100318,27.16,1.71,-10.87,48.19,37.18,19.72,27472
20230523,002373.SZ,千方科技,软件服务,北京,29.83,13.74,15.8,185.22,102.45,3.46,62.69,3.97,0.1,7.71,1.54,20100318,44.21,2.8,19.5,161.58,30.23,10.05,71664
20230523,002374.SZ,中锐股份,广告包装,山东,0.0,10.66,10.88,38.23,22.83,4.93,20.67,1.9,-0.01,1.23,3.43,20100318,-18.25,-1.68,-28.61,-216.02,15.42,-11.3,78794
20230523,002375.SZ,亚厦股份,装修装饰,浙江,24.81,13.31,13.4,220.02,180.04,8.08,18.92,1.41,0.05,5.76,0.8,20100323,41.26,3.08,2.39,-27.74,14.87,2.89,34643
20230523,002376.SZ,新北洋,IT设备,山东,0.0,6.32,6.55,56.79,26.09,14.33,8.71,1.33,-0.06,4.7,1.69,20100323,11.96,1.83,5.4,3.23,27.76,-8.1,27316
20230523,002377.SZ,国创高新,其他建材,湖北,0.0,9.16,9.16,15.84,10.26,0.58,36.44,3.98,-0.04,0.62,4.0,20100323,-40.32,-4.4,-43.91,65.87,6.26,-15.75,31938
20230523,002378.SZ,章源钨业,小金属,江西,48.95,9.18,9.24,48.25,26.73,12.76,5.8,0.63,0.038,2.21,3.37,20100331,2.79,0.3,-5.75,-46.62,15.9,4.27,55832
20230523,002379.SZ,宏创控股,铝,山东,0.0,9.26,9.26,25.19,11.87,9.45,5.92,0.64,-0.039,1.46,2.9,20100331,-1.9,-0.2,-31.57,-508.67,0.98,-5.69,31588
20230523,002380.SZ,科远智慧,软件服务,江苏,114.81,1.42,2.4,28.21,21.52,5.48,13.76,5.73,0.042,7.23,2.68,20100331,0.89,0.37,13.77,121.41,37.85,3.48,36062
20230523,002381.SZ,双箭股份,橡胶,浙江,13.94,3.22,4.12,35.72,23.03,7.37,5.68,1.38,0.13,4.85,1.52,20100402,8.32,2.02,7.91,67.3,18.12,10.57,25164
20230523,002382.SZ,蓝帆医疗,医疗保健,山东,0.0,10.02,10.07,154.89,40.67,49.03,58.07,5.77,-0.08,10.16,0.76,20100402,30.13,2.99,-15.7,-47.38,12.81,-7.06,102568
20230523,002383.SZ,合众思壮,通信设备,北京,0.0,6.13,7.4,44.88,27.25,1.51,24.4,3.3,-0.024,1.82,3.4,20100402,-18.68,-2.52,-15.28,-222.93,35.68,-4.7,57457
20230523,002384.SZ,东山精密,元器件,江苏,23.49,13.9,17.1,429.05,230.08,110.05,80.59,4.71,0.28,9.81,2.64,20100409,77.5,4.53,-10.95,29.49,14.8,7.24,57318
20230523,002385.SZ,大北农,饲料,北京,0.0,33.09,41.38,305.66,121.11,104.29,12.71,0.31,-0.07,2.53,2.69,20100409,46.34,1.12,20.36,-31.29,8.4,-5.15,240900
20230523,002386.SZ,天原股份,化工原料,四川,35.74,10.15,13.02,176.68,71.58,63.51,39.44,3.03,0.047,8.01,0.83,20100409,26.13,2.01,-4.21,-64.65,6.7,1.52,67000
20230523,002387.SZ,维信诺,元器件,江苏,0.0,13.71,13.81,387.66,93.17,214.97,139.31,10.08,-0.56,7.93,0.88,20100413,-43.12,-3.12,-48.38,-32.11,-24.51,-120.69,45191
20230523,002388.SZ,新亚制程,元器件,浙江,95.02,4.78,5.08,35.21,21.93,4.18,6.87,1.35,0.02,2.88,2.58,20100413,2.51,0.5,16.26,67.0,10.17,0.14,29692
20230523,002389.SZ,航天彩虹,航空,浙江,282.55,9.5,9.97,96.51,53.39,17.55,57.3,5.75,0.02,7.94,2.66,20100413,12.28,1.23,-29.69,-46.27,24.29,3.82,76765
20230523,002390.SZ,信邦制药,医药商业,贵州,43.23,18.3,19.44,98.9,59.51,25.77,44.02,2.26,0.03,3.53,1.33,20100416,4.26,0.22,1.7,-27.94,18.13,3.9,82166
20230523,002391.SZ,长青股份,农药化肥,江苏,13.11,4.64,6.5,77.29,33.97,31.98,21.42,3.3,0.14,7.28,1.0,20100416,16.87,2.6,11.81,12.94,23.82,8.89,27761
20230523,002392.SZ,北京利尔,其他建材,北京,13.88,8.84,11.9,77.2,57.77,9.79,10.02,0.84,0.066,4.17,0.87,20100423,25.42,2.14,6.76,11.35,19.81,6.15,59432
20230523,002393.SZ,力生制药,化学制药,天津,24.57,1.82,1.84,53.6,26.37,9.97,17.12,9.3,0.25,23.99,1.04,20100423,11.9,6.47,9.51,10.84,60.81,13.86,18544
20230523,002394.SZ,联发股份,纺织,江苏,10.39,3.23,3.24,62.74,37.86,18.01,9.63,2.98,0.194,12.5,0.64,20100423,25.45,7.86,-7.88,407.25,14.64,5.61,22142
20230523,002395.SZ,双象股份,塑料,江苏,94.38,2.68,2.68,21.61,11.39,6.63,3.38,1.26,0.025,3.23,2.87,20100429,2.23,0.83,-9.5,210.78,12.12,2.29,14970
20230523,002396.SZ,星网锐捷,通信设备,福建,37.11,5.83,5.93,134.04,101.3,14.85,12.87,2.17,0.14,10.39,1.95,20100623,40.74,6.87,13.63,-31.35,34.6,4.44,58861
20230523,002397.SZ,梦洁股份,纺织,湖南,64.16,5.75,7.54,28.05,12.17,8.75,6.42,0.85,0.01,1.53,2.43,20100429,-3.44,-0.46,-10.07,218.28,42.22,2.3,31060
20230523,002398.SZ,垒知集团,其他建材,福建,22.5,5.82,7.17,60.83,44.48,6.27,3.42,0.48,0.07,5.03,1.2,20100506,25.85,3.61,-11.59,-13.43,20.16,5.9,33445
20230523,002399.SZ,海普瑞,化学制药,深圳,68.63,12.47,14.67,206.23,123.97,21.77,58.59,3.99,0.045,8.43,1.48,20100506,43.82,2.99,-31.9,-71.68,34.9,5.07,28443
20230523,002400.SZ,省广集团,广告包装,广东,46.08,16.87,17.43,88.06,60.78,7.32,13.67,0.78,0.026,2.78,1.75,20100506,14.57,0.84,2.27,0.55,10.55,1.48,146716
20230523,002401.SZ,中远海科,软件服务,上海,39.79,3.68,3.72,29.11,24.4,0.92,0.49,0.13,0.15,4.04,5.66,20100506,9.8,2.63,3.05,7.64,20.4,12.71,46652
20230523,002402.SZ,和而泰,元器件,深圳,44.37,8.02,9.32,85.52,53.2,13.1,11.27,1.21,0.088,4.72,3.3,20100511,19.6,2.1,32.58,14.44,17.26,5.15,70021
20230523,002403.SZ,爱仕达,家用电器,浙江,0.0,3.06,3.41,51.17,20.72,15.37,10.28,3.02,-0.11,5.92,1.58,20100511,5.3,1.55,-21.94,-45.02,29.52,-7.44,28053
20230523,002404.SZ,嘉欣丝绸,纺织,浙江,17.64,4.62,5.78,36.63,26.87,3.14,6.33,1.1,0.09,3.5,1.83,20100511,6.78,1.17,-8.66,91.32,14.03,5.68,32854
20230523,002405.SZ,四维图新,软件服务,北京,0.0,23.0,23.8,136.48,60.47,5.98,86.46,3.63,-0.05,4.87,2.33,20100518,13.15,0.55,13.71,-972.33,51.61,-15.85,160120
20230523,002406.SZ,远东传动,汽车配件,河南,51.41,4.96,6.24,45.97,30.29,8.11,11.89,1.91,0.03,5.36,1.05,20100518,13.03,2.09,-6.36,-34.01,23.57,5.78,52416
20230523,002407.SZ,多氟多,化工原料,河南,50.96,9.56,10.71,194.23,95.71,61.11,26.99,2.52,0.102,6.0,3.48,20100518,27.79,2.59,-6.86,-85.02,15.87,5.41,188176
20230523,002408.SZ,齐翔腾达,化工原料,山东,0.0,27.64,28.43,299.13,100.2,102.68,33.49,1.18,-0.03,4.67,1.42,20100518,62.27,2.19,-22.52,-114.24,4.28,-1.31,70942
20230523,002409.SZ,雅克科技,半导体,江苏,48.41,3.19,4.76,111.81,55.55,15.35,40.82,8.58,0.37,13.96,5.04,20100525,20.23,4.25,10.98,16.39,32.47,16.25,38142
20230523,002410.SZ,广联达,软件服务,北京,127.65,13.19,16.65,106.54,45.68,14.52,29.54,1.77,0.072,3.87,9.49,20100525,26.05,1.56,15.79,10.1,86.61,9.58,32154
20230523,002411.SZ,*ST必康,医药商业,陕西,0.0,15.32,15.32,149.4,61.83,18.78,48.01,3.13,-0.097,3.67,0.88,20100525,-14.66,-0.96,-46.41,-155.09,7.1,-13.76,62027
20230523,002412.SZ,汉森制药,中成药,湖南,15.99,4.94,5.03,23.69,9.33,4.17,2.34,0.47,0.109,3.88,1.8,20100525,10.59,2.1,0.53,6.26,70.84,22.01,34707
20230523,002413.SZ,雷科防务,通信设备,江苏,100.22,12.51,13.4,58.47,32.42,3.56,28.8,2.15,0.01,3.14,1.58,20100528,-2.48,-0.19,-8.77,-36.38,37.78,5.57,116555
20230523,002414.SZ,高德红外,电器仪表,湖北,140.28,26.14,32.85,87.92,60.36,12.21,17.57,0.53,0.019,2.18,4.95,20100716,17.6,0.54,-40.22,-79.72,52.71,14.32,112376
20230523,002415.SZ,海康威视,IT设备,浙江,47.41,91.09,93.64,1171.78,952.07,99.97,83.62,0.89,0.2,7.52,4.88,20100528,512.7,5.48,-1.94,-20.69,45.17,12.03,329519
20230523,002416.SZ,爱施德,电器连锁,深圳,14.47,12.24,12.39,134.51,113.62,0.39,16.26,1.31,0.141,4.93,1.66,20100528,28.19,2.27,3.97,-12.87,2.92,0.82,35161
20230523,002417.SZ,*ST深南,软件服务,深圳,0.0,2.36,2.7,1.68,1.47,0.01,3.38,1.25,-0.02,0.27,4.61,20100601,-5.63,-2.08,-27.88,-3.98,10.57,-102.34,28111
20230523,002418.SZ,康盛股份,家用电器,浙江,124.94,11.36,11.36,29.62,18.01,4.43,4.92,0.43,0.006,1.32,2.3,20100601,-1.82,-0.16,-51.09,164.07,9.77,1.35,51317
20230523,002419.SZ,天虹股份,百货,深圳,8.72,11.69,11.69,290.1,90.05,56.52,11.39,0.97,0.178,3.64,1.71,20100601,13.74,1.18,-2.23,-25.39,37.06,6.14,36634
20230523,002420.SZ,毅昌科技,家用电器,广东,58.12,3.89,4.01,19.93,12.02,3.34,8.08,2.01,0.027,1.73,3.6,20100601,-5.45,-1.36,-20.99,22.48,10.26,2.27,46590
20230523,002421.SZ,达实智能,软件服务,深圳,102.82,17.8,21.21,95.87,53.52,3.75,6.45,0.3,0.01,1.62,2.21,20100603,5.66,0.27,-1.14,42.06,25.86,3.05,82939
20230523,002422.SZ,科伦药业,化学制药,四川,14.56,11.75,14.72,361.06,183.85,99.15,37.13,2.52,0.56,11.08,2.89,20100603,100.19,6.81,24.98,178.1,54.9,17.06,35017
20230523,002423.SZ,中粮资本,多元金融,河南,12.53,23.04,23.04,1260.65,693.63,0.83,95.64,4.15,0.163,8.17,1.0,20100603,57.91,2.51,-35.49,209.71,-4.01,56.24,43795
20230523,002424.SZ,贵州百灵,中成药,贵州,32.22,12.01,14.11,70.86,40.31,7.95,1.41,0.1,0.07,2.83,2.98,20100603,22.66,1.61,47.77,41.81,60.2,8.41,117492
20230523,002425.SZ,凯撒文化,互联网,广东,0.0,9.56,9.57,49.32,10.52,0.08,28.17,2.94,-0.02,4.52,1.12,20100608,4.41,0.46,-54.88,-237.71,27.27,-30.09,85583
20230523,002426.SZ,胜利精密,元器件,江苏,0.0,31.51,34.42,80.66,34.35,21.16,37.6,1.09,-0.02,1.22,1.77,20100608,-30.56,-0.89,-10.47,-1081.31,11.61,-9.91,108000
20230523,002427.SZ,尤夫股份,化纤,浙江,0.0,9.84,9.85,23.13,11.41,9.13,18.88,1.92,-0.009,1.06,6.87,20100608,-19.31,-1.96,-6.81,95.08,3.35,-1.31,10430
20230523,002428.SZ,云南锗业,小金属,云南,0.0,6.44,6.53,24.44,7.98,10.64,3.31,0.51,-0.01,2.14,4.85,20100608,3.25,0.5,-3.34,-208.56,14.19,-5.91,56934
20230523,002429.SZ,兆驰股份,家用电器,深圳,14.48,44.87,45.27,267.27,157.69,55.49,9.1,0.2,0.085,3.09,1.58,20100610,80.01,1.77,-1.02,10.82,18.33,10.84,89744
20230523,002430.SZ,杭氧股份,化工机械,浙江,32.73,9.64,9.85,205.6,112.43,66.83,23.36,2.37,0.28,8.87,4.14,20100610,49.16,4.99,20.24,-14.2,24.63,8.96,21887
20230523,002431.SZ,棕榈股份,建筑工程,河南,0.0,14.58,18.13,187.89,112.53,2.79,30.71,1.69,-0.05,2.27,1.2,20100610,-9.93,-0.55,57.0,52.85,10.73,-10.85,82864
20230523,002432.SZ,九安医疗,医疗保健,天津,8.18,4.71,4.85,221.27,129.25,2.55,19.16,3.95,1.28,41.28,0.98,20100610,171.52,35.4,-93.12,-95.8,67.15,47.82,142200
20230523,002433.SZ,*ST太安,中成药,广东,0.0,7.44,7.67,63.49,34.86,20.06,29.35,3.83,-0.08,4.64,0.45,20100618,-2.54,-0.33,-27.16,-64.49,17.1,-44.87,53522
20230523,002434.SZ,万里扬,汽车配件,浙江,21.32,13.11,13.13,101.34,46.22,27.04,28.41,2.16,0.1,4.36,1.97,20100618,12.81,0.98,-7.22,40.29,20.61,11.11,28765
20230523,002435.SZ,长江健康,化学制药,江苏,25.43,12.03,12.36,77.65,41.06,10.06,32.62,2.64,0.049,3.69,1.34,20100618,-0.33,-0.03,-3.52,-3.18,40.38,6.76,50124
20230523,002436.SZ,兴森科技,元器件,深圳,768.96,15.0,16.9,120.8,46.8,27.1,19.38,1.15,0.004,3.88,3.53,20100618,23.99,1.42,-1.63,-96.27,24.15,-0.19,60000
20230523,002437.SZ,誉衡药业,化学制药,黑龙江,62.46,21.91,21.98,39.48,17.38,10.95,4.71,0.21,0.009,0.75,3.04,20100623,-10.14,-0.46,-12.02,1909.35,78.44,3.21,96200
20230523,002438.SZ,江苏神通,机械基件,江苏,19.84,4.69,5.08,56.21,30.19,11.74,11.56,2.28,0.15,5.97,1.99,20100623,12.5,2.46,-2.79,2.94,30.45,15.28,20069
20230523,002439.SZ,启明星辰,软件服务,北京,0.0,7.24,9.53,97.83,70.12,6.58,22.46,2.36,-0.07,7.71,3.94,20100623,44.85,4.71,39.56,32.6,51.09,-8.63,42274
20230523,002440.SZ,闰土股份,染料涂料,浙江,215.0,9.63,11.51,129.47,72.78,31.92,11.97,1.04,0.01,8.41,0.82,20100706,68.75,5.98,-14.98,-95.63,15.06,1.35,37963
20230523,002441.SZ,众业达,电气设备,广东,8.69,3.99,5.45,73.34,62.04,7.29,18.97,3.48,0.31,8.56,1.26,20100706,19.45,3.57,-2.07,12.81,15.94,6.72,45224
20230523,002442.SZ,龙星化工,化工原料,河北,48.27,4.82,4.91,35.37,24.8,7.9,4.6,0.94,0.03,3.28,1.53,20100706,5.84,1.19,11.58,11.62,7.47,1.14,37697
20230523,002443.SZ,金洲管道,钢加工,浙江,13.82,5.19,5.21,47.12,36.08,8.62,7.74,1.49,0.12,6.07,1.1,20100706,16.64,3.2,-8.74,30.36,12.24,5.74,45789
20230523,002444.SZ,巨星科技,轻工机械,浙江,18.76,11.53,12.03,185.2,101.33,14.79,39.87,3.32,0.25,11.41,1.65,20100713,80.05,6.66,-11.14,65.38,29.25,11.86,53807
20230523,002445.SZ,中南文化,钢加工,江苏,23.7,23.81,23.92,28.54,18.67,2.75,21.4,0.89,0.03,0.83,2.92,20100713,-25.83,-1.08,7.93,-37.53,20.39,48.99,48115
20230523,002446.SZ,盛路通信,通信设备,广东,27.65,8.44,9.13,42.35,24.46,4.29,21.58,2.36,0.08,3.51,2.52,20100713,0.63,0.07,-9.12,17.99,38.54,21.16,96376
20230523,002448.SZ,中原内配,汽车配件,河南,11.3,4.75,5.88,52.82,22.31,16.15,5.72,0.97,0.14,5.38,1.17,20100716,17.92,3.05,22.3,85.8,29.15,12.37,53420
20230523,002449.SZ,国星光电,半导体,广东,61.69,6.12,6.18,62.94,35.86,20.24,14.52,2.35,0.035,6.1,1.42,20100716,14.0,2.26,4.28,-14.91,12.11,2.72,47481
20230523,002451.SZ,摩恩电气,电气设备,上海,111.32,4.39,4.39,17.9,12.25,2.39,0.68,0.16,0.015,1.74,3.81,20100720,2.16,0.49,-2.74,-32.59,12.64,2.64,34682
20230523,002452.SZ,长高电新,电气设备,湖南,50.85,5.12,6.2,32.09,22.89,3.45,6.29,1.01,0.033,3.42,1.96,20100720,8.0,1.29,0.54,-28.22,27.48,8.74,38031
20230523,002453.SZ,华软科技,化工原料,江苏,0.0,6.11,8.83,29.9,17.26,3.53,14.2,1.61,-0.024,1.79,6.66,20100720,-7.6,-0.86,-85.99,-432.92,13.82,-17.07,24174
20230523,002454.SZ,松芝股份,汽车配件,上海,25.84,6.26,6.29,71.7,50.12,12.64,7.42,1.18,0.08,6.04,1.28,20100720,21.22,3.38,21.13,134.0,20.29,5.06,44443
20230523,002455.SZ,百川股份,化工原料,江苏,0.0,4.98,5.93,110.06,35.66,31.29,8.23,1.39,-0.08,3.54,2.29,20100803,5.97,1.01,-21.94,-176.34,1.16,-7.01,99143
20230523,002456.SZ,欧菲光,元器件,深圳,0.0,32.39,32.58,171.2,92.34,39.08,65.14,2.0,-0.11,0.89,5.52,20100803,-72.23,-2.22,-41.3,-92.19,2.38,-15.86,253763
20230523,002457.SZ,青龙管业,塑料,宁夏,0.0,3.35,3.35,40.26,29.68,4.46,8.38,2.5,-0.005,6.9,1.28,20100803,9.81,2.93,-32.54,11.96,27.72,-1.11,45055
20230523,002458.SZ,益生股份,农业综合,山东,11.37,6.76,9.93,59.8,9.68,33.43,5.23,0.53,0.32,3.08,4.67,20100810,12.51,1.26,185.27,208.96,46.2,36.02,49458
20230523,002459.SZ,晶澳科技,电气设备,河北,12.38,32.82,33.0,740.87,377.34,225.12,140.33,4.25,0.783,9.13,4.24,20100810,133.78,4.05,66.23,244.45,19.11,13.12,69472
20230523,002460.SZ,赣锋锂业,小金属,江西,13.8,12.08,20.17,809.33,304.99,49.4,124.38,6.17,1.19,22.91,2.86,20100810,304.63,15.1,75.91,-32.01,37.33,22.93,329988
20230523,002461.SZ,珠江啤酒,啤酒,广东,58.08,22.13,22.13,142.62,91.84,26.25,45.05,2.04,0.039,4.38,2.08,20100818,27.31,1.23,18.75,22.15,40.79,8.87,43194
20230523,002462.SZ,嘉事堂,医药商业,北京,16.48,2.91,2.92,168.96,153.52,4.31,12.91,4.43,0.23,14.21,1.08,20100818,23.36,8.01,4.57,-14.08,6.96,1.44,31492
20230523,002463.SZ,沪电股份,元器件,江苏,42.66,19.04,19.05,134.2,72.93,27.8,4.73,0.25,0.11,4.54,3.95,20100818,54.01,2.84,-2.57,-19.74,25.73,10.72,111940
20230523,002465.SZ,海格通信,通信设备,广东,129.23,22.53,23.04,152.7,94.51,14.05,39.25,1.7,0.018,4.64,2.04,20100831,29.21,1.27,10.26,-19.06,32.05,4.11,111221
20230523,002466.SZ,天齐锂业,小金属,四川,6.62,14.75,16.41,750.58,279.99,79.14,233.04,14.2,2.97,32.28,2.44,20100831,279.13,17.01,117.77,46.49,89.8,73.84,344770
20230523,002467.SZ,二六三,互联网,北京,86.28,13.58,13.86,27.96,12.28,1.02,3.72,0.27,0.01,1.65,3.0,20100908,4.27,0.31,-5.18,-44.72,47.25,10.66,138811
20230523,002468.SZ,申通快递,仓储物流,浙江,29.43,14.92,15.31,212.37,60.93,76.61,30.48,1.99,0.09,5.4,1.89,20100908,43.3,2.83,22.25,24.91,4.88,1.49,51576
20230523,002469.SZ,三维化学,化工原料,山东,23.69,6.19,6.49,32.76,23.09,4.05,6.46,1.0,0.07,4.07,1.63,20100908,12.0,1.85,-14.65,-27.97,18.89,7.76,51295
20230523,002470.SZ,ST金正,农药化肥,山东,0.0,31.65,32.86,133.31,61.41,45.78,18.37,0.56,-0.012,0.9,1.97,20100908,-24.69,-0.75,-5.31,-54.48,7.61,-1.43,52384
20230523,002471.SZ,中超控股,电气设备,江苏,0.0,12.66,12.68,56.39,43.14,4.36,0.0,0.0,-0.035,1.05,2.41,20100910,0.28,0.02,-2.95,-51.54,8.02,-4.25,88237
20230523,002472.SZ,双环传动,汽车配件,浙江,30.93,7.55,8.5,126.8,52.94,51.22,40.67,4.78,0.2,8.15,3.05,20100910,20.89,2.46,8.25,44.13,20.77,9.81,39897
20230523,002474.SZ,榕基软件,软件服务,福建,0.0,5.04,6.22,27.33,14.45,1.7,3.62,0.58,-0.043,2.57,2.99,20100915,4.72,0.76,-62.33,-334.93,38.52,-54.93,98573
20230523,002475.SZ,立讯精密,元器件,深圳,24.43,71.19,71.3,1464.57,852.96,435.67,38.81,0.54,0.25,6.58,4.21,20100915,343.06,4.81,20.05,11.9,10.03,4.2,394954
20230523,002476.SZ,宝莫股份,化工原料,山东,0.0,6.12,6.12,9.49,6.76,1.74,1.75,0.29,-0.006,1.42,3.27,20100915,0.25,0.04,-33.17,-139.74,16.39,-3.99,45156
20230523,002478.SZ,常宝股份,钢加工,江苏,7.62,6.59,8.9,77.76,53.43,19.48,11.43,1.28,0.22,5.34,1.27,20100921,22.4,2.52,68.15,410.18,18.93,11.05,23913
20230523,002479.SZ,富春环保,环境保护,浙江,61.79,8.61,8.65,87.17,26.71,35.07,15.5,1.79,0.02,4.64,1.02,20100921,13.13,1.52,-9.55,-17.94,13.85,3.2,44599
20230523,002480.SZ,新筑股份,机械基件,四川,0.0,7.67,7.69,122.58,43.18,51.13,17.1,2.22,-0.104,2.19,2.16,20100921,-8.47,-1.1,28.12,-35.37,38.39,-17.35,37706
20230523,002481.SZ,双塔食品,食品,山东,0.0,11.0,12.34,35.77,12.62,17.77,4.53,0.37,-0.05,1.86,2.65,20100921,9.09,0.74,16.63,-217.73,-4.91,-11.65,61488
20230523,002482.SZ,*ST广田,装修装饰,深圳,0.0,15.29,15.37,100.72,73.7,8.56,23.34,1.52,-0.09,-3.21,-0.51,20100929,-90.99,-5.92,-83.62,-85.79,7.88,-95.61,26837
20230523,002483.SZ,润邦股份,工程机械,江苏,31.23,8.85,9.42,118.65,84.48,20.83,24.56,2.61,0.04,4.57,1.22,20100929,7.7,0.82,28.92,-14.4,18.41,5.08,32888
20230523,002484.SZ,江海股份,元器件,江苏,26.54,7.92,8.42,68.28,41.51,17.0,16.34,1.94,0.18,6.04,3.22,20100929,22.52,2.67,20.49,31.35,25.79,13.06,18535
20230523,002485.SZ,*ST雪发,商贸代理,山东,8.56,5.44,5.44,26.18,10.08,1.46,10.57,1.94,0.111,2.66,1.43,20101015,-2.6,-0.48,-6.09,2689.52,-2.95,32.05,7326
20230523,002486.SZ,嘉麟杰,服饰,上海,129.62,8.32,8.32,12.62,7.63,2.59,0.02,0.0,0.006,1.23,2.61,20101015,2.16,0.26,-21.01,138.88,25.2,2.4,61213
20230523,002487.SZ,大金重工,电气设备,辽宁,73.57,5.47,6.38,102.17,76.17,10.28,38.07,5.97,0.12,10.32,3.34,20101015,20.48,3.21,-8.44,19.97,19.0,8.74,102724
