trade_date,open,high,low,close,vol,hold,datetime
2024-05-20 11:15:00,7856.0,7856.0,7856.0,7856.0,1,1,20240520111500
2024-05-20 15:00:00,7856.0,7858.0,7841.0,7858.0,6,6,20240520150000
2024-05-20 23:00:00,7800.0,7859.0,7800.0,7841.0,5,9,20240520230000
2024-05-21 11:15:00,7840.0,7850.0,7777.0,7777.0,14,36,20240521111500
2024-05-21 15:00:00,7768.0,7768.0,7768.0,7768.0,2,38,20240521150000
2024-05-21 23:00:00,7800.0,7810.0,7800.0,7810.0,14,52,20240521230000
2024-05-22 11:15:00,7810.0,7810.0,7790.0,7790.0,16,68,20240522111500
2024-05-22 15:00:00,7790.0,7790.0,7790.0,7790.0,7,75,20240522150000
2024-05-22 23:00:00,7788.0,7788.0,7770.0,7770.0,4,79,20240522230000
2024-05-23 11:15:00,7770.0,7770.0,7735.0,7735.0,15,92,20240523111500
2024-05-23 15:00:00,7726.0,7726.0,7710.0,7725.0,16,106,20240523150000
2024-05-23 23:00:00,7782.0,7787.0,7750.0,7760.0,31,133,20240523230000
2024-05-24 11:15:00,7770.0,7770.0,7756.0,7756.0,6,134,20240524111500
2024-05-24 15:00:00,7758.0,7782.0,7758.0,7760.0,186,332,20240524150000
2024-05-24 23:00:00,7787.0,7814.0,7780.0,7780.0,12,332,20240524230000
2024-05-27 11:15:00,7780.0,7825.0,7780.0,7804.0,11,338,20240527111500
2024-05-27 15:00:00,7824.0,7830.0,7794.0,7830.0,31,357,20240527150000
2024-05-27 23:00:00,7861.0,7866.0,7839.0,7850.0,34,357,20240527230000
2024-05-28 11:15:00,7850.0,7866.0,7837.0,7845.0,4,360,20240528111500
2024-05-28 15:00:00,7845.0,7859.0,7824.0,7824.0,11,388,20240528150000
2024-05-28 23:00:00,7878.0,7878.0,7800.0,7800.0,45,416,20240528230000
2024-05-29 11:15:00,7800.0,7837.0,7800.0,7837.0,3,417,20240529111500
2024-05-29 15:00:00,7824.0,7824.0,7820.0,7820.0,4,417,20240529150000
2024-05-29 23:00:00,7850.0,7888.0,7847.0,7850.0,37,438,20240529230000
2024-05-30 11:15:00,7850.0,7893.0,7850.0,7860.0,44,445,20240530111500
2024-05-30 15:00:00,7862.0,7862.0,7862.0,7862.0,1,447,20240530150000
2024-05-30 23:00:00,7880.0,7890.0,7856.0,7883.0,13,453,20240530230000
2024-05-31 11:15:00,7883.0,7883.0,7856.0,7856.0,7,455,20240531111500
2024-05-31 15:00:00,7850.0,7856.0,7833.0,7849.0,16,454,20240531150000
2024-05-31 23:00:00,7856.0,7856.0,7776.0,7776.0,15,459,20240531230000
2024-06-03 11:15:00,7776.0,7776.0,7740.0,7746.0,28,461,20240603111500
2024-06-03 15:00:00,7746.0,7755.0,7710.0,7737.0,14,458,20240603150000
2024-06-03 23:00:00,7735.0,7735.0,7735.0,7735.0,1,457,20240603230000
2024-06-04 11:15:00,7735.0,7735.0,7704.0,7704.0,2,458,20240604111500
2024-06-04 15:00:00,7704.0,7727.0,7700.0,7715.0,26,467,20240604150000
2024-06-04 23:00:00,7696.0,7705.0,7679.0,7705.0,85,471,20240604230000
2024-06-05 11:15:00,7705.0,7705.0,7676.0,7693.0,11,475,20240605111500
2024-06-05 15:00:00,7693.0,7706.0,7693.0,7694.0,30,493,20240605150000
2024-06-05 23:00:00,7688.0,7690.0,7680.0,7685.0,45,494,20240605230000
2024-06-06 11:15:00,7685.0,7698.0,7685.0,7698.0,37,529,20240606111500
2024-06-06 23:00:00,7708.0,7735.0,7708.0,7735.0,2,530,20240606230000
2024-06-07 11:15:00,7736.0,7762.0,7716.0,7716.0,27,549,20240607111500
2024-06-07 15:00:00,7716.0,7730.0,7716.0,7722.0,5,550,20240607150000
2024-06-11 11:15:00,7753.0,7753.0,7741.0,7741.0,8,552,20240611111500
2024-06-11 15:00:00,7741.0,7741.0,7717.0,7722.0,6,551,20240611150000
2024-06-11 23:00:00,7720.0,7721.0,7720.0,7721.0,2,552,20240611230000
2024-06-12 11:15:00,7721.0,7737.0,7721.0,7737.0,16,564,20240612111500
2024-06-12 15:00:00,7744.0,7780.0,7743.0,7779.0,38,567,20240612150000
2024-06-12 23:00:00,7794.0,7794.0,7736.0,7736.0,13,567,20240612230000
2024-06-13 11:15:00,7736.0,7736.0,7720.0,7724.0,8,571,20240613111500
2024-06-13 23:00:00,7741.0,7741.0,7739.0,7739.0,2,572,20240613230000
2024-06-14 11:15:00,7731.0,7744.0,7709.0,7723.0,76,634,20240614111500
2024-06-14 15:00:00,7723.0,7756.0,7723.0,7736.0,21,631,20240614150000
2024-06-14 23:00:00,7735.0,7735.0,7734.0,7734.0,3,632,20240614230000
2024-06-17 11:15:00,7734.0,7748.0,7706.0,7711.0,12,636,20240617111500
2024-06-17 15:00:00,7703.0,7719.0,7700.0,7719.0,75,661,20240617150000
2024-06-17 23:00:00,7718.0,7726.0,7715.0,7715.0,83,664,20240617230000
2024-06-18 11:15:00,7715.0,7736.0,7715.0,7721.0,140,647,20240618111500
2024-06-18 15:00:00,7721.0,7739.0,7713.0,7713.0,10,642,20240618150000
2024-06-18 23:00:00,7685.0,7756.0,7685.0,7752.0,96,647,20240618230000
