trade_date,open,high,low,close,vol,hold,datetime
2024-01-16 11:15:00,18680.0,18680.0,18680.0,18680.0,1,1,20240116111500
2024-01-17 11:15:00,18695.0,18695.0,18675.0,18690.0,4,4,20240117111500
2024-01-17 15:00:00,18645.0,18645.0,18645.0,18645.0,1,4,20240117150000
2024-01-18 15:00:00,18595.0,18640.0,18595.0,18640.0,20,22,20240118150000
2024-01-18 23:00:00,18545.0,18545.0,18545.0,18545.0,1,23,20240118230000
2024-01-19 11:15:00,18545.0,18605.0,18545.0,18605.0,3,24,20240119111500
2024-01-19 15:00:00,18505.0,18505.0,18505.0,18505.0,1,24,20240119150000
2024-01-22 11:15:00,18600.0,18600.0,18600.0,18600.0,1,23,20240122111500
2024-01-23 11:15:00,18500.0,18500.0,18495.0,18495.0,61,84,20240123111500
2024-01-23 23:00:00,18700.0,18700.0,18700.0,18700.0,1,85,20240123230000
2024-01-24 11:15:00,18700.0,18735.0,18700.0,18735.0,5,89,20240124111500
2024-01-24 15:00:00,18780.0,18795.0,18780.0,18795.0,3,88,20240124150000
2024-01-25 11:15:00,18660.0,18660.0,18660.0,18660.0,1,89,20240125111500
2024-01-25 15:00:00,18705.0,18705.0,18605.0,18605.0,2,89,20240125150000
2024-01-25 23:00:00,18715.0,18755.0,18715.0,18755.0,5,90,20240125230000
2024-01-26 11:15:00,18755.0,18840.0,18755.0,18840.0,1,91,20240126111500
2024-01-26 23:00:00,18880.0,18930.0,18880.0,18930.0,4,91,20240126230000
2024-01-29 11:15:00,18930.0,18930.0,18765.0,18765.0,10,92,20240129111500
2024-01-29 15:00:00,18765.0,18765.0,18705.0,18715.0,3,93,20240129150000
2024-01-29 23:00:00,18790.0,18865.0,18790.0,18800.0,8,98,20240129230000
2024-01-30 15:00:00,18800.0,18800.0,18740.0,18740.0,4,97,20240130150000
2024-01-31 11:15:00,18760.0,18760.0,18720.0,18720.0,8,103,20240131111500
2024-01-31 15:00:00,18720.0,18745.0,18720.0,18745.0,10,100,20240131150000
2024-01-31 23:00:00,18860.0,18860.0,18860.0,18860.0,3,99,20240131230000
2024-02-01 01:00:00,18745.0,18745.0,18745.0,18745.0,1,98,20240201010000
2024-02-01 11:15:00,18745.0,18745.0,18645.0,18650.0,35,125,20240201111500
2024-02-01 15:00:00,18620.0,18620.0,18540.0,18570.0,38,140,20240201150000
2024-02-01 23:00:00,18545.0,18545.0,18545.0,18545.0,1,140,20240201230000
2024-02-02 01:00:00,18595.0,18595.0,18595.0,18595.0,1,139,20240202010000
2024-02-02 11:15:00,18595.0,18595.0,18545.0,18545.0,159,271,20240202111500
2024-02-02 15:00:00,18540.0,18540.0,18460.0,18460.0,59,338,20240202150000
2024-02-02 23:00:00,18515.0,18515.0,18475.0,18475.0,2,337,20240202230000
2024-02-05 11:15:00,18480.0,18490.0,18395.0,18410.0,38,369,20240205111500
2024-02-05 15:00:00,18430.0,18470.0,18395.0,18435.0,25,390,20240205150000
2024-02-05 23:00:00,18380.0,18405.0,18380.0,18380.0,25,405,20240205230000
2024-02-06 01:00:00,18380.0,18420.0,18380.0,18420.0,5,406,20240206010000
2024-02-06 11:15:00,18430.0,18430.0,18405.0,18405.0,3,408,20240206111500
2024-02-06 15:00:00,18405.0,18475.0,18405.0,18455.0,36,438,20240206150000
2024-02-06 23:00:00,18490.0,18545.0,18490.0,18505.0,17,444,20240206230000
2024-02-07 01:00:00,18505.0,18505.0,18485.0,18485.0,5,445,20240207010000
2024-02-07 11:15:00,18485.0,18520.0,18480.0,18490.0,16,440,20240207111500
2024-02-07 15:00:00,18490.0,18495.0,18430.0,18435.0,61,473,20240207150000
2024-02-07 23:00:00,18425.0,18425.0,18415.0,18420.0,6,469,20240207230000
2024-02-08 01:00:00,18445.0,18465.0,18445.0,18455.0,3,469,20240208010000
2024-02-08 11:15:00,18455.0,18500.0,18455.0,18500.0,7,469,20240208111500
2024-02-08 15:00:00,18500.0,18550.0,18500.0,18550.0,6,470,20240208150000
2024-02-19 11:15:00,18615.0,18615.0,18360.0,18360.0,23,479,20240219111500
2024-02-19 15:00:00,18350.0,18410.0,18350.0,18410.0,28,499,20240219150000
2024-02-19 23:00:00,18380.0,18425.0,18365.0,18380.0,6,501,20240219230000
2024-02-20 11:15:00,18380.0,18380.0,18290.0,18295.0,56,557,20240220111500
2024-02-20 15:00:00,18295.0,18295.0,18250.0,18250.0,14,566,20240220150000
2024-02-20 23:00:00,18535.0,18535.0,18315.0,18345.0,29,579,20240220230000
2024-02-21 01:00:00,18315.0,18535.0,18315.0,18535.0,9,582,20240221010000
2024-02-21 11:15:00,18535.0,18545.0,18390.0,18545.0,70,566,20240221111500
2024-02-21 15:00:00,18545.0,18575.0,18490.0,18490.0,9,563,20240221150000
2024-02-21 23:00:00,18490.0,18490.0,18455.0,18475.0,14,563,20240221230000
2024-02-22 01:00:00,18475.0,18475.0,18445.0,18445.0,3,563,20240222010000
2024-02-22 11:15:00,18445.0,18445.0,18330.0,18340.0,10,563,20240222111500
2024-02-22 15:00:00,18340.0,18415.0,18340.0,18415.0,1,564,20240222150000
2024-02-22 23:00:00,18360.0,18370.0,18345.0,18345.0,14,575,20240222230000
2024-02-23 11:15:00,18345.0,18460.0,18345.0,18450.0,21,575,20240223111500
2024-02-23 15:00:00,18450.0,18450.0,18430.0,18430.0,2,573,20240223150000
2024-02-23 23:00:00,18400.0,18430.0,18400.0,18415.0,6,572,20240223230000
2024-02-26 01:00:00,18415.0,18415.0,18355.0,18355.0,2,573,20240226010000
2024-02-26 11:15:00,18355.0,18405.0,18355.0,18405.0,40,597,20240226111500
2024-02-26 15:00:00,18405.0,18405.0,18390.0,18390.0,3,598,20240226150000
2024-02-26 23:00:00,18440.0,18440.0,18405.0,18405.0,4,597,20240226230000
2024-02-27 11:15:00,18505.0,18505.0,18450.0,18450.0,5,596,20240227111500
2024-02-27 15:00:00,18460.0,18460.0,18460.0,18460.0,1,597,20240227150000
2024-02-27 23:00:00,18475.0,18495.0,18475.0,18495.0,2,597,20240227230000
2024-02-28 01:00:00,18430.0,18430.0,18430.0,18430.0,1,597,20240228010000
2024-02-28 11:15:00,18430.0,18480.0,18405.0,18460.0,14,599,20240228111500
2024-02-28 15:00:00,18460.0,18460.0,18410.0,18425.0,8,602,20240228150000
2024-02-28 23:00:00,18400.0,18415.0,18400.0,18415.0,3,602,20240228230000
2024-02-29 11:15:00,18415.0,18495.0,18415.0,18495.0,6,601,20240229111500
2024-02-29 15:00:00,18495.0,18535.0,18495.0,18515.0,28,590,20240229150000
2024-02-29 23:00:00,18580.0,18580.0,18540.0,18555.0,7,591,20240229230000
2024-03-01 01:00:00,18580.0,18580.0,18580.0,18580.0,3,589,20240301010000
2024-03-01 11:15:00,18580.0,18580.0,18535.0,18550.0,6,585,20240301111500
2024-03-01 15:00:00,18550.0,18585.0,18550.0,18580.0,4,584,20240301150000
2024-03-01 23:00:00,18585.0,18585.0,18555.0,18570.0,8,582,20240301230000
2024-03-02 01:00:00,18600.0,18615.0,18600.0,18615.0,12,569,20240302010000
2024-03-04 01:00:00,18570.0,18600.0,18570.0,18600.0,4,581,20240304010000
2024-03-04 11:15:00,18615.0,18615.0,18540.0,18540.0,7,571,20240304111500
2024-03-04 15:00:00,18540.0,18640.0,18540.0,18640.0,12,571,20240304150000
2024-03-04 23:00:00,18585.0,18685.0,18585.0,18685.0,36,569,20240304230000
2024-03-05 11:15:00,18685.0,18725.0,18665.0,18665.0,26,565,20240305111500
2024-03-05 15:00:00,18700.0,18715.0,18685.0,18685.0,14,563,20240305150000
2024-03-05 23:00:00,18720.0,18740.0,18720.0,18740.0,3,562,20240305230000
2024-03-06 01:00:00,18740.0,18740.0,18720.0,18720.0,5,558,20240306010000
2024-03-06 11:15:00,18720.0,18730.0,18635.0,18635.0,13,556,20240306111500
2024-03-06 15:00:00,18690.0,18700.0,18680.0,18700.0,4,554,20240306150000
2024-03-06 23:00:00,18725.0,18725.0,18710.0,18720.0,8,548,20240306230000
2024-03-07 01:00:00,18720.0,18755.0,18720.0,18755.0,5,545,20240307010000
2024-03-07 11:15:00,18755.0,18755.0,18705.0,18755.0,3,543,20240307111500
2024-03-07 23:00:00,18830.0,18845.0,18795.0,18805.0,10,540,20240307230000
2024-03-08 01:00:00,18805.0,18825.0,18805.0,18825.0,1,539,20240308010000
2024-03-08 11:15:00,18815.0,18860.0,18765.0,18765.0,3,540,20240308111500
2024-03-08 15:00:00,18765.0,18835.0,18765.0,18825.0,237,701,20240308150000
2024-03-08 23:00:00,18830.0,18830.0,18825.0,18825.0,2,703,20240308230000
2024-03-09 01:00:00,18825.0,18825.0,18785.0,18785.0,1,702,20240309010000
2024-03-11 11:15:00,18785.0,18790.0,18730.0,18790.0,15,709,20240311111500
2024-03-11 15:00:00,18790.0,18825.0,18790.0,18820.0,19,693,20240311150000
2024-03-11 23:00:00,18815.0,18815.0,18800.0,18815.0,3,693,20240311230000
2024-03-12 01:00:00,18860.0,18860.0,18830.0,18830.0,2,691,20240312010000
2024-03-12 11:15:00,18830.0,18830.0,18815.0,18815.0,1,692,20240312111500
2024-03-12 15:00:00,18815.0,18825.0,18770.0,18770.0,4,694,20240312150000
2024-03-12 23:00:00,18820.0,18830.0,18780.0,18800.0,5,692,20240312230000
2024-03-13 11:15:00,18800.0,18870.0,18800.0,18865.0,14,701,20240313111500
2024-03-13 15:00:00,18865.0,18890.0,18850.0,18870.0,81,765,20240313150000
2024-03-13 23:00:00,18895.0,18920.0,18890.0,18920.0,12,774,20240313230000
2024-03-14 01:00:00,18910.0,18940.0,18895.0,18895.0,16,781,20240314010000
2024-03-14 11:15:00,18895.0,19000.0,18895.0,18940.0,123,864,20240314111500
2024-03-14 15:00:00,18940.0,18945.0,18830.0,18830.0,22,873,20240314150000
2024-03-14 23:00:00,18815.0,18860.0,18815.0,18850.0,16,877,20240314230000
2024-03-15 01:00:00,18850.0,18870.0,18850.0,18870.0,2,876,20240315010000
2024-03-15 11:15:00,18870.0,18950.0,18865.0,18945.0,41,907,20240315111500
2024-03-15 15:00:00,18945.0,18980.0,18935.0,18975.0,210,972,20240315150000
2024-03-15 23:00:00,18980.0,18980.0,18935.0,18955.0,18,977,20240315230000
2024-03-16 01:00:00,18980.0,18995.0,18980.0,18990.0,12,975,20240316010000
2024-03-18 01:00:00,18955.0,19000.0,18955.0,18980.0,82,976,20240318010000
2024-03-18 11:15:00,18990.0,19030.0,18905.0,18980.0,17,978,20240318111500
2024-03-18 15:00:00,18980.0,18980.0,18930.0,18980.0,99,1037,20240318150000
2024-03-18 23:00:00,19000.0,19090.0,19000.0,19075.0,74,1056,20240318230000
2024-03-19 01:00:00,19075.0,19085.0,19035.0,19035.0,19,1059,20240319010000
2024-03-19 11:15:00,19035.0,19035.0,18955.0,18985.0,218,1150,20240319111500
2024-03-19 15:00:00,18985.0,18990.0,18865.0,18865.0,33,1169,20240319150000
2024-03-19 23:00:00,18895.0,18940.0,18895.0,18940.0,14,1173,20240319230000
2024-03-20 01:00:00,18940.0,18970.0,18940.0,18970.0,4,1172,20240320010000
2024-03-20 11:15:00,18970.0,19010.0,18960.0,18995.0,19,1167,20240320111500
2024-03-20 15:00:00,18995.0,19010.0,18980.0,18980.0,153,1278,20240320150000
2024-03-20 23:00:00,19045.0,19050.0,19035.0,19035.0,4,1279,20240320230000
2024-03-21 01:00:00,19020.0,19020.0,19005.0,19020.0,4,1276,20240321010000
2024-03-21 11:15:00,19020.0,19145.0,19020.0,19110.0,74,1290,20240321111500
2024-03-21 15:00:00,19110.0,19180.0,19110.0,19145.0,258,1430,20240321150000
2024-03-21 23:00:00,19165.0,19165.0,19085.0,19085.0,19,1420,20240321230000
2024-03-22 01:00:00,19085.0,19110.0,19085.0,19110.0,2,1418,20240322010000
2024-03-22 11:15:00,19110.0,19150.0,19065.0,19085.0,28,1418,20240322111500
2024-03-22 15:00:00,19085.0,19120.0,19085.0,19120.0,9,1415,20240322150000
2024-03-22 23:00:00,19125.0,19250.0,19125.0,19210.0,28,1405,20240322230000
2024-03-23 01:00:00,19210.0,19255.0,19210.0,19230.0,5,1405,20240323010000
2024-03-25 01:00:00,19210.0,19210.0,19210.0,19210.0,1,1405,20240325010000
2024-03-25 11:15:00,19230.0,19230.0,19160.0,19190.0,36,1414,20240325111500
2024-03-25 15:00:00,19190.0,19220.0,19180.0,19200.0,46,1385,20240325150000
2024-03-25 23:00:00,19270.0,19330.0,19270.0,19330.0,17,1380,20240325230000
2024-03-26 01:00:00,19330.0,19350.0,19330.0,19350.0,8,1381,20240326010000
2024-03-26 11:15:00,19350.0,19350.0,19285.0,19285.0,22,1387,20240326111500
2024-03-26 15:00:00,19285.0,19285.0,19270.0,19270.0,18,1375,20240326150000
2024-03-26 23:00:00,19290.0,19295.0,19250.0,19255.0,98,1392,20240326230000
2024-03-27 01:00:00,19255.0,19255.0,19250.0,19250.0,1,1391,20240327010000
2024-03-27 11:15:00,19250.0,19250.0,19190.0,19235.0,40,1390,20240327111500
2024-03-27 15:00:00,19235.0,19265.0,19235.0,19265.0,11,1391,20240327150000
2024-03-27 23:00:00,19180.0,19210.0,19180.0,19210.0,15,1396,20240327230000
2024-03-28 01:00:00,19205.0,19230.0,19205.0,19230.0,15,1396,20240328010000
2024-03-28 11:15:00,19230.0,19270.0,19220.0,19270.0,11,1399,20240328111500
2024-03-28 15:00:00,19270.0,19310.0,19250.0,19300.0,122,1495,20240328150000
2024-03-28 23:00:00,19315.0,19420.0,19315.0,19415.0,25,1496,20240328230000
2024-03-29 01:00:00,19415.0,19415.0,19360.0,19365.0,65,1505,20240329010000
2024-03-29 11:15:00,19365.0,19460.0,19365.0,19430.0,24,1503,20240329111500
2024-03-29 15:00:00,19430.0,19445.0,19400.0,19430.0,36,1516,20240329150000
2024-03-29 23:00:00,19490.0,19525.0,19430.0,19430.0,42,1521,20240329230000
2024-03-30 01:00:00,19430.0,19430.0,19350.0,19350.0,2,1520,20240330010000
2024-04-01 11:15:00,19350.0,19400.0,19330.0,19350.0,6,1522,20240401111500
2024-04-01 15:00:00,19350.0,19445.0,19350.0,19445.0,32,1516,20240401150000
2024-04-01 23:00:00,19460.0,19470.0,19435.0,19445.0,28,1531,20240401230000
2024-04-02 01:00:00,19445.0,19445.0,19405.0,19430.0,5,1530,20240402010000
