trade_date,open,high,low,close,vol,hold,datetime
2024-03-18 23:00:00,13270.0,13270.0,12970.0,13115.0,6,3,20240318230000
2024-03-19 11:15:00,13115.0,13115.0,13005.0,13005.0,2,4,20240319111500
2024-03-21 11:15:00,12960.0,12960.0,12960.0,12960.0,1,3,20240321111500
2024-03-21 15:00:00,12850.0,12850.0,12850.0,12850.0,3,6,20240321150000
2024-03-22 11:15:00,12575.0,12575.0,12575.0,12575.0,1,7,20240322111500
2024-03-22 15:00:00,12575.0,12575.0,12485.0,12485.0,1,7,20240322150000
2024-03-25 11:15:00,12415.0,12415.0,12415.0,12415.0,1,8,20240325111500
2024-03-26 11:15:00,12590.0,12590.0,12590.0,12590.0,1,8,20240326111500
2024-03-26 23:00:00,12480.0,12480.0,12480.0,12480.0,1,8,20240326230000
2024-03-27 11:15:00,12480.0,12480.0,12445.0,12445.0,1,9,20240327111500
2024-03-28 11:15:00,12365.0,12365.0,12365.0,12365.0,4,13,20240328111500
2024-04-01 23:00:00,12590.0,12590.0,12590.0,12590.0,1,12,20240401230000
2024-04-02 11:15:00,12590.0,12640.0,12500.0,12500.0,3,13,20240402111500
2024-04-08 11:15:00,12640.0,12995.0,12640.0,12960.0,11,26,20240408111500
2024-04-08 15:00:00,12960.0,12960.0,12935.0,12935.0,1,26,20240408150000
2024-04-08 23:00:00,13000.0,13020.0,13000.0,13015.0,4,23,20240408230000
2024-04-09 11:15:00,13015.0,13015.0,12920.0,12955.0,7,27,20240409111500
2024-04-09 15:00:00,12955.0,13135.0,12955.0,13050.0,2,27,20240409150000
2024-04-09 23:00:00,13090.0,13090.0,12990.0,12990.0,11,29,20240409230000
2024-04-10 15:00:00,12990.0,13085.0,12985.0,12985.0,9,29,20240410150000
2024-04-11 11:15:00,12795.0,12820.0,12795.0,12820.0,3,29,20240411111500
2024-04-22 11:15:00,12520.0,12525.0,12520.0,12525.0,1,28,20240422111500
2024-04-24 11:15:00,12280.0,12285.0,12280.0,12285.0,2,30,20240424111500
2024-04-24 15:00:00,12285.0,12290.0,12260.0,12260.0,2,31,20240424150000
2024-04-24 23:00:00,12255.0,12255.0,12255.0,12255.0,1,30,20240424230000
2024-04-25 11:15:00,12055.0,12055.0,12045.0,12055.0,62,68,20240425111500
2024-04-25 15:00:00,12055.0,12055.0,12000.0,12050.0,4,68,20240425150000
2024-04-26 11:15:00,12065.0,12145.0,12065.0,12145.0,7,67,20240426111500
2024-04-26 15:00:00,12145.0,12250.0,12130.0,12225.0,49,43,20240426150000
2024-04-29 11:15:00,12300.0,12300.0,12300.0,12300.0,1,42,20240429111500
2024-04-29 15:00:00,12300.0,12300.0,12300.0,12300.0,2,42,20240429150000
2024-04-29 23:00:00,12170.0,12350.0,12170.0,12350.0,2,42,20240429230000
2024-05-06 11:15:00,12320.0,12320.0,12320.0,12320.0,1,42,20240506111500
2024-05-07 11:15:00,12435.0,12435.0,12435.0,12435.0,2,42,20240507111500
2024-05-07 15:00:00,12435.0,12435.0,12385.0,12385.0,2,40,20240507150000
2024-05-08 23:00:00,12245.0,12245.0,12245.0,12245.0,1,40,20240508230000
2024-05-13 11:15:00,12415.0,12415.0,12415.0,12415.0,2,40,20240513111500
2024-05-13 23:00:00,12710.0,12745.0,12700.0,12700.0,4,39,20240513230000
2024-05-14 11:15:00,12700.0,12700.0,12650.0,12650.0,2,39,20240514111500
2024-05-14 15:00:00,12650.0,12650.0,12595.0,12595.0,1,38,20240514150000
2024-05-14 23:00:00,12500.0,12595.0,12500.0,12575.0,4,39,20240514230000
2024-05-15 15:00:00,12575.0,12580.0,12575.0,12580.0,1,38,20240515150000
2024-05-15 23:00:00,12655.0,12655.0,12600.0,12600.0,2,40,20240515230000
2024-05-16 11:15:00,12600.0,12680.0,12600.0,12680.0,1,41,20240516111500
2024-05-16 15:00:00,12680.0,12820.0,12680.0,12815.0,6,42,20240516150000
2024-05-16 23:00:00,12835.0,12840.0,12830.0,12840.0,3,41,20240516230000
2024-05-17 11:15:00,12840.0,12840.0,12840.0,12840.0,1,41,20240517111500
2024-05-17 15:00:00,12810.0,12810.0,12685.0,12775.0,9,41,20240517150000
2024-05-20 11:15:00,12780.0,12800.0,12675.0,12675.0,8,44,20240520111500
2024-05-20 15:00:00,12675.0,12770.0,12675.0,12730.0,3,41,20240520150000
2024-05-20 23:00:00,12970.0,12970.0,12970.0,12970.0,1,41,20240520230000
2024-05-21 11:15:00,12970.0,12970.0,12930.0,12930.0,1,42,20240521111500
2024-05-22 11:15:00,12915.0,12915.0,12915.0,12915.0,1,42,20240522111500
2024-05-22 23:00:00,13020.0,13020.0,12970.0,12970.0,7,43,20240522230000
2024-05-23 11:15:00,12970.0,12970.0,12930.0,12930.0,1,43,20240523111500
2024-05-24 11:15:00,12975.0,13000.0,12975.0,13000.0,2,43,20240524111500
2024-05-24 23:00:00,13000.0,13000.0,13000.0,13000.0,2,42,20240524230000
2024-05-27 11:15:00,13000.0,13090.0,12990.0,12990.0,4,40,20240527111500
2024-05-27 15:00:00,12990.0,13110.0,12990.0,13105.0,4,40,20240527150000
2024-05-27 23:00:00,13205.0,13205.0,13205.0,13205.0,2,39,20240527230000
2024-05-28 11:15:00,13205.0,13525.0,13205.0,13525.0,7,44,20240528111500
2024-05-28 15:00:00,13525.0,13625.0,13420.0,13420.0,2,45,20240528150000
2024-05-28 23:00:00,13410.0,13410.0,13200.0,13200.0,6,49,20240528230000
2024-05-29 11:15:00,13200.0,13305.0,13200.0,13305.0,2,48,20240529111500
2024-05-29 15:00:00,13350.0,13350.0,13350.0,13350.0,2,48,20240529150000
2024-05-29 23:00:00,13655.0,13775.0,13655.0,13760.0,5,52,20240529230000
2024-05-30 11:15:00,13760.0,13760.0,13750.0,13750.0,1,52,20240530111500
2024-05-30 15:00:00,13605.0,13750.0,13605.0,13750.0,1,51,20240530150000
2024-05-30 23:00:00,13575.0,13575.0,13500.0,13500.0,2,51,20240530230000
2024-05-31 11:15:00,13500.0,13500.0,13400.0,13400.0,1,51,20240531111500
2024-05-31 23:00:00,13455.0,13455.0,13455.0,13455.0,1,50,20240531230000
2024-06-03 11:15:00,13455.0,13455.0,13225.0,13285.0,4,48,20240603111500
2024-06-03 23:00:00,13240.0,13240.0,12985.0,12985.0,3,48,20240603230000
2024-06-04 23:00:00,13115.0,13115.0,13115.0,13115.0,1,47,20240604230000
2024-06-05 11:15:00,13115.0,13145.0,13115.0,13145.0,2,47,20240605111500
2024-06-06 15:00:00,13495.0,13495.0,13495.0,13495.0,1,46,20240606150000
2024-06-06 23:00:00,13705.0,13805.0,13680.0,13805.0,18,47,20240606230000
2024-06-07 11:15:00,13805.0,13805.0,13775.0,13775.0,2,47,20240607111500
2024-06-11 11:15:00,13975.0,13975.0,13975.0,13975.0,1,46,20240611111500
2024-06-11 15:00:00,13975.0,13975.0,13595.0,13595.0,3,46,20240611150000
2024-06-11 23:00:00,13470.0,13470.0,13420.0,13420.0,2,46,20240611230000
2024-06-12 11:15:00,13420.0,13710.0,13420.0,13710.0,5,46,20240612111500
2024-06-12 23:00:00,13690.0,13690.0,13680.0,13680.0,2,46,20240612230000
2024-06-13 11:15:00,13680.0,13680.0,13510.0,13510.0,1,46,20240613111500
2024-06-13 23:00:00,13445.0,13445.0,13445.0,13445.0,1,46,20240613230000
2024-06-14 11:15:00,13445.0,13445.0,13390.0,13390.0,1,46,20240614111500
2024-06-14 15:00:00,13390.0,13390.0,13390.0,13390.0,1,47,20240614150000
2024-06-17 15:00:00,13060.0,13060.0,13060.0,13060.0,1,46,20240617150000
2024-06-18 11:15:00,13105.0,13105.0,13105.0,13105.0,3,47,20240618111500
2024-06-24 23:00:00,13450.0,13450.0,13450.0,13450.0,1,47,20240624230000
2024-06-25 11:15:00,13265.0,13265.0,13125.0,13125.0,2,48,20240625111500
2024-06-26 11:15:00,13015.0,13015.0,13015.0,13015.0,1,48,20240626111500
2024-06-27 15:00:00,12980.0,12980.0,12980.0,12980.0,1,49,20240627150000
2024-06-28 11:15:00,12980.0,13020.0,12980.0,13020.0,5,50,20240628111500
2024-07-01 11:15:00,12895.0,12895.0,12895.0,12895.0,2,50,20240701111500
2024-07-01 15:00:00,12895.0,12945.0,12895.0,12945.0,2,51,20240701150000
2024-07-02 11:15:00,13110.0,13110.0,13110.0,13110.0,1,50,20240702111500
2024-07-02 23:00:00,13160.0,13160.0,13160.0,13160.0,1,50,20240702230000
2024-07-05 11:15:00,12880.0,12880.0,12880.0,12880.0,4,49,20240705111500
2024-07-05 23:00:00,12735.0,12755.0,12735.0,12750.0,3,50,20240705230000
2024-07-08 23:00:00,12800.0,12800.0,12800.0,12800.0,2,48,20240708230000
2024-07-12 23:00:00,12645.0,12645.0,12645.0,12645.0,2,50,20240712230000
2024-07-15 23:00:00,12645.0,12645.0,12645.0,12645.0,2,48,20240715230000
2024-07-17 11:15:00,12750.0,12750.0,12720.0,12720.0,2,46,20240717111500
2024-07-17 23:00:00,12710.0,12710.0,12710.0,12710.0,3,44,20240717230000
2024-07-18 11:15:00,12710.0,12710.0,12685.0,12685.0,3,44,20240718111500
2024-07-18 23:00:00,12715.0,12715.0,12620.0,12620.0,6,41,20240718230000
2024-07-19 11:15:00,12620.0,12685.0,12620.0,12685.0,8,38,20240719111500
2024-07-19 23:00:00,12820.0,12820.0,12765.0,12770.0,3,37,20240719230000
2024-07-22 11:15:00,12770.0,12770.0,12745.0,12745.0,1,36,20240722111500
2024-07-23 15:00:00,12590.0,12590.0,12590.0,12590.0,1,35,20240723150000
2024-07-25 11:15:00,12530.0,12530.0,12500.0,12500.0,1,35,20240725111500
2024-07-25 15:00:00,12500.0,12500.0,12450.0,12450.0,1,35,20240725150000
2024-07-25 23:00:00,12580.0,12580.0,12580.0,12580.0,1,35,20240725230000
2024-07-26 11:15:00,12580.0,12605.0,12580.0,12605.0,1,35,20240726111500
2024-07-26 23:00:00,12525.0,12525.0,12525.0,12525.0,1,35,20240726230000
2024-07-29 23:00:00,12565.0,12580.0,12565.0,12580.0,8,38,20240729230000
2024-07-30 11:15:00,12580.0,12580.0,12485.0,12485.0,2,38,20240730111500
2024-07-30 15:00:00,12485.0,12540.0,12465.0,12465.0,2,38,20240730150000
2024-07-30 23:00:00,12355.0,12415.0,12290.0,12415.0,9,34,20240730230000
2024-07-31 11:15:00,12415.0,12415.0,12390.0,12390.0,1,34,20240731111500
2024-07-31 15:00:00,12390.0,12585.0,12390.0,12585.0,2,33,20240731150000
2024-07-31 23:00:00,12550.0,12610.0,12550.0,12610.0,10,30,20240731230000
2024-08-01 11:15:00,12610.0,12625.0,12610.0,12625.0,2,30,20240801111500
2024-08-01 23:00:00,12750.0,12750.0,12750.0,12750.0,2,30,20240801230000
2024-08-02 15:00:00,12750.0,12750.0,12745.0,12745.0,1,29,20240802150000
