trade_date,open,high,low,close,vol,hold,datetime
2024-02-23 11:15:00,6742.0,6742.0,6696.0,6708.0,16,15,20240223111500
2024-02-23 15:00:00,6722.0,6722.0,6722.0,6722.0,1,15,20240223150000
2024-02-23 23:00:00,6714.0,6714.0,6702.0,6704.0,5,18,20240223230000
2024-02-26 11:15:00,6710.0,6768.0,6690.0,6696.0,19,27,20240226111500
2024-02-26 15:00:00,6706.0,6712.0,6678.0,6704.0,18,42,20240226150000
2024-02-26 23:00:00,6722.0,6722.0,6722.0,6722.0,1,43,20240226230000
2024-02-27 11:15:00,6722.0,6738.0,6722.0,6736.0,5,43,20240227111500
2024-02-27 15:00:00,6736.0,6746.0,6736.0,6742.0,2,44,20240227150000
2024-02-27 23:00:00,6784.0,6800.0,6774.0,6774.0,14,38,20240227230000
2024-02-28 11:15:00,6774.0,6814.0,6772.0,6814.0,8,39,20240228111500
2024-02-28 23:00:00,6808.0,6808.0,6784.0,6784.0,3,39,20240228230000
2024-02-29 11:15:00,6784.0,6818.0,6784.0,6818.0,7,39,20240229111500
2024-02-29 15:00:00,6818.0,6828.0,6818.0,6828.0,3,42,20240229150000
2024-02-29 23:00:00,6834.0,6840.0,6828.0,6834.0,13,39,20240229230000
2024-03-01 11:15:00,6834.0,6880.0,6834.0,6880.0,5,37,20240301111500
2024-03-01 15:00:00,6886.0,6906.0,6882.0,6896.0,14,46,20240301150000
2024-03-01 23:00:00,6884.0,6886.0,6864.0,6864.0,5,46,20240301230000
2024-03-04 11:15:00,6864.0,6888.0,6862.0,6868.0,7,46,20240304111500
2024-03-04 15:00:00,6868.0,6872.0,6850.0,6872.0,10,53,20240304150000
2024-03-04 23:00:00,6854.0,6860.0,6854.0,6860.0,8,61,20240304230000
2024-03-05 11:15:00,6860.0,6876.0,6850.0,6876.0,8,64,20240305111500
2024-03-05 15:00:00,6876.0,6876.0,6850.0,6870.0,14,71,20240305150000
2024-03-05 23:00:00,6872.0,6890.0,6872.0,6890.0,16,65,20240305230000
2024-03-06 11:15:00,6890.0,6930.0,6890.0,6920.0,26,63,20240306111500
2024-03-06 15:00:00,6920.0,6996.0,6920.0,6968.0,21,62,20240306150000
2024-03-06 23:00:00,7016.0,7020.0,6992.0,7006.0,59,114,20240306230000
2024-03-07 11:15:00,7006.0,7006.0,6986.0,6986.0,17,127,20240307111500
2024-03-07 15:00:00,6986.0,6998.0,6974.0,6988.0,11,131,20240307150000
2024-03-07 23:00:00,6990.0,7012.0,6990.0,7012.0,31,155,20240307230000
2024-03-08 11:15:00,7012.0,7058.0,7010.0,7010.0,75,117,20240308111500
2024-03-08 15:00:00,7010.0,7046.0,7010.0,7032.0,30,125,20240308150000
2024-03-08 23:00:00,7026.0,7026.0,6978.0,6978.0,73,192,20240308230000
2024-03-11 11:15:00,6978.0,7028.0,6978.0,7010.0,9,191,20240311111500
2024-03-11 15:00:00,7010.0,7030.0,7002.0,7012.0,26,187,20240311150000
2024-03-11 23:00:00,7044.0,7080.0,7030.0,7074.0,39,183,20240311230000
2024-03-12 11:15:00,7074.0,7090.0,7048.0,7076.0,70,234,20240312111500
2024-03-12 15:00:00,7076.0,7168.0,7076.0,7162.0,138,240,20240312150000
2024-03-12 23:00:00,7156.0,7170.0,7142.0,7160.0,57,215,20240312230000
2024-03-13 11:15:00,7160.0,7192.0,7140.0,7140.0,117,150,20240313111500
2024-03-13 15:00:00,7140.0,7200.0,7140.0,7200.0,55,181,20240313150000
2024-03-13 23:00:00,7228.0,7254.0,7206.0,7246.0,35,172,20240313230000
2024-03-14 11:15:00,7246.0,7326.0,7240.0,7316.0,89,168,20240314111500
2024-03-14 15:00:00,7316.0,7316.0,7236.0,7258.0,12,163,20240314150000
2024-03-14 23:00:00,7248.0,7298.0,7244.0,7276.0,14,162,20240314230000
2024-03-15 11:15:00,7276.0,7276.0,7186.0,7224.0,40,142,20240315111500
2024-03-15 15:00:00,7224.0,7256.0,7224.0,7256.0,6,138,20240315150000
2024-03-15 23:00:00,7196.0,7286.0,7196.0,7286.0,8,142,20240315230000
2024-03-18 11:15:00,7300.0,7316.0,7252.0,7260.0,33,128,20240318111500
2024-03-18 15:00:00,7260.0,7280.0,7224.0,7266.0,19,121,20240318150000
2024-03-18 23:00:00,7300.0,7320.0,7298.0,7314.0,9,117,20240318230000
2024-03-19 11:15:00,7314.0,7338.0,7296.0,7322.0,13,119,20240319111500
2024-03-19 15:00:00,7322.0,7326.0,7276.0,7326.0,7,121,20240319150000
2024-03-19 23:00:00,7286.0,7300.0,7282.0,7282.0,11,123,20240319230000
2024-03-20 11:15:00,7286.0,7332.0,7286.0,7332.0,21,114,20240320111500
2024-03-20 15:00:00,7332.0,7396.0,7332.0,7396.0,13,114,20240320150000
2024-03-20 23:00:00,7400.0,7400.0,7392.0,7392.0,3,113,20240320230000
2024-03-21 11:15:00,7392.0,7430.0,7376.0,7396.0,9,113,20240321111500
