trade_date,股票代码,open,close,high,low,vol,amount,振幅,ratio,change,turn_over
2015-04-23,000012,6.75,6.75,6.75,6.75,8918,10665461.0,0.0,12.5,0.75,0.07
2015-04-24,000012,7.57,7.57,7.57,7.57,114087,150137860.0,0.0,12.15,0.82,0.88
2015-04-27,000012,8.48,8.33,8.48,7.99,2056439,2920212672.0,6.47,10.04,0.76,15.79
2015-04-28,000012,8.33,8.6,9.04,8.33,1342487,1976845152.0,8.52,3.24,0.27,10.3
2015-04-29,000012,8.42,8.73,9.01,8.07,964502,1408009600.0,10.93,1.51,0.13,7.4
2015-04-30,000012,8.62,9.17,9.74,8.55,1108693,1736843072.0,13.63,5.04,0.44,8.51
2015-05-04,000012,9.14,9.15,9.62,9.02,794406,1250961696.0,6.54,-0.22,-0.02,6.1
2015-05-05,000012,9.11,9.11,9.32,8.84,793909,1217650576.0,5.25,-0.44,-0.04,6.09
2015-05-06,000012,9.06,9.52,9.86,9.02,933173,1482667648.0,9.22,4.5,0.41,7.16
2015-05-07,000012,9.39,8.77,9.79,8.6,907475,1408396560.0,12.5,-7.88,-0.75,6.97
2015-05-08,000012,9.1,8.97,9.17,8.77,580033,849846608.0,4.56,2.28,0.2,4.45
2015-05-11,000012,9.03,9.29,9.39,8.73,713348,1052070912.0,7.36,3.57,0.32,5.48
2015-05-12,000012,9.3,9.94,9.99,9.2,903993,1420739632.0,8.5,7.0,0.65,6.94
2015-05-13,000012,10.05,10.09,10.81,9.77,900595,1494010048.0,10.46,1.51,0.15,6.91
2015-05-14,000012,9.97,9.9,10.44,9.73,538347,871069840.0,7.04,-1.88,-0.19,4.13
2015-05-15,000012,9.83,9.4,9.83,9.35,493213,763314496.0,4.85,-5.05,-0.5,3.79
2015-05-18,000012,9.2,9.17,9.35,9.12,408368,615352608.0,2.45,-2.45,-0.23,3.13
2015-05-19,000012,9.17,9.44,9.55,9.17,420678,641318624.0,4.14,2.94,0.27,3.23
2015-05-20,000012,9.45,9.34,9.71,9.22,569071,878384656.0,5.19,-1.06,-0.1,4.37
2015-05-21,000012,9.19,9.59,9.59,9.11,743682,1126889008.0,5.14,2.68,0.25,5.71
2015-05-22,000012,9.75,9.7,9.84,9.44,786140,1230058224.0,4.17,1.15,0.11,6.03
2015-05-25,000012,9.63,10.0,10.07,9.53,1089998,1748396160.0,5.57,3.09,0.3,8.37
2015-05-26,000012,10.07,10.4,10.41,9.79,1440227,2337878064.0,6.2,4.0,0.4,11.06
2015-05-27,000012,10.39,11.23,11.36,10.04,1501782,2589543136.0,12.69,7.98,0.83,11.53
2015-05-28,000012,11.16,9.99,11.44,9.99,1283526,2227973168.0,12.91,-11.04,-1.24,9.85
2015-05-29,000012,9.87,9.53,10.16,9.35,939287,1480852272.0,8.11,-4.6,-0.46,7.21
2015-06-01,000012,9.54,9.96,10.0,9.54,569862,910523664.0,4.83,4.51,0.43,4.37
2015-06-02,000012,9.97,10.23,10.38,9.89,636359,1042129168.0,4.92,2.71,0.27,4.88
2015-06-03,000012,10.24,9.93,10.31,9.7,681400,1097518384.0,5.96,-2.93,-0.3,5.23
2015-06-04,000012,9.87,9.52,9.92,8.95,760080,1166294976.0,9.77,-4.13,-0.41,5.83
2015-06-05,000012,9.7,9.89,9.95,9.49,692104,1098833072.0,4.83,3.89,0.37,5.31
2015-06-08,000012,9.98,10.24,10.32,9.63,906750,1464962736.0,6.98,3.54,0.35,6.96
2015-06-09,000012,10.28,10.59,10.67,10.1,939379,1578872912.0,5.57,3.42,0.35,7.21
2015-06-10,000012,10.6,10.45,10.8,10.32,730964,1239163232.0,4.53,-1.32,-0.14,5.61
2015-06-11,000012,10.35,10.6,10.66,10.34,650248,1098340752.0,3.06,1.44,0.15,4.99
2015-06-12,000012,10.6,10.48,10.73,10.42,634018,1076217776.0,2.92,-1.13,-0.12,4.87
2015-06-15,000012,10.53,10.8,11.1,10.42,944114,1648319744.0,6.49,3.05,0.32,7.25
2015-06-16,000012,10.59,11.19,11.59,10.53,1152785,2056451248.0,9.81,3.61,0.39,8.85
2015-06-17,000012,11.19,10.82,11.28,9.96,842341,1444968864.0,11.8,-3.31,-0.37,6.47
2015-06-18,000012,10.67,10.0,10.8,10.0,568324,954490736.0,7.39,-7.58,-0.82,4.36
2015-06-19,000012,9.6,8.89,9.86,8.89,555792,848493600.0,9.7,-11.1,-1.11,4.27
2015-06-23,000012,8.89,9.01,9.17,7.91,547165,783934912.0,14.17,1.35,0.12,4.2
2015-06-24,000012,9.04,9.17,9.35,8.84,490413,732564640.0,5.66,1.78,0.16,3.76
2015-06-25,000012,9.18,8.84,9.58,8.63,556956,839505408.0,10.36,-3.6,-0.33,4.28
2015-06-26,000012,8.49,7.85,8.63,7.85,613811,831670320.0,8.82,-11.2,-0.99,4.71
2015-06-29,000012,8.22,7.21,8.29,6.95,630597,797593456.0,17.07,-8.15,-0.64,4.84
2015-06-30,000012,7.47,8.04,8.04,7.21,673310,856436880.0,11.51,11.51,0.83,5.17
2015-07-01,000012,8.07,8.1,8.66,8.03,810644,1123767504.0,7.84,0.75,0.06,6.22
2015-07-02,000012,8.35,7.96,8.58,7.61,781343,1058557504.0,11.98,-1.73,-0.14,6.0
2015-07-03,000012,7.67,7.13,8.32,7.05,868075,1081147552.0,15.95,-10.43,-0.83,6.66
2015-07-06,000012,7.95,7.47,7.95,6.42,1005415,1215038576.0,21.46,4.77,0.34,7.72
2015-07-07,000012,7.04,6.61,7.29,6.61,723196,836030944.0,9.1,-11.51,-0.86,5.55
2015-07-08,000012,5.83,6.75,7.39,5.83,1687223,1866294528.0,23.6,2.12,0.14,12.95
2015-07-09,000012,6.75,7.54,7.54,6.75,567746,694566608.0,11.7,11.7,0.79,4.36
2015-07-10,000012,7.98,8.4,8.4,7.68,809401,1109918496.0,9.55,11.41,0.86,6.21
2015-07-13,000012,8.49,8.91,9.18,8.2,1226391,1764951024.0,11.67,6.07,0.51,9.42
2015-07-14,000012,8.57,8.1,8.76,8.05,927127,1290792192.0,7.97,-9.09,-0.81,7.12
2015-07-15,000012,7.81,7.19,8.04,7.19,606121,766464128.0,10.49,-11.23,-0.91,4.65
2015-07-16,000012,7.19,7.6,7.85,6.75,444395,554557696.0,15.3,5.7,0.41,3.41
2015-07-17,000012,7.62,8.09,8.34,7.61,489484,645395344.0,9.61,6.45,0.49,3.76
2015-07-20,000012,8.08,7.92,8.28,7.73,523102,694966912.0,6.8,-2.1,-0.17,4.02
2015-07-21,000012,7.74,8.0,8.25,7.64,409801,545533808.0,7.7,1.01,0.08,3.15
2015-07-22,000012,7.96,7.98,8.15,7.67,361119,475514736.0,6.0,-0.25,-0.02,2.77
2015-07-23,000012,7.94,8.2,8.33,7.83,477837,644845056.0,6.27,2.76,0.22,3.67
2015-07-24,000012,8.2,7.88,8.27,7.81,528207,706497440.0,5.61,-3.9,-0.32,4.06
2015-07-27,000012,7.74,6.98,7.91,6.98,451501,563391856.0,11.8,-11.42,-0.9,3.47
2015-07-28,000012,6.82,6.86,7.08,6.3,507454,579251456.0,11.17,-1.72,-0.12,3.9
2015-07-29,000012,6.86,7.15,7.23,6.47,365073,424488848.0,11.08,4.23,0.29,2.8
2015-07-30,000012,7.18,6.67,7.23,6.64,299944,357148416.0,8.25,-6.71,-0.48,2.3
2015-07-31,000012,6.53,6.88,6.95,6.53,292725,334075296.0,6.3,3.15,0.21,2.25
2015-08-03,000012,6.71,7.08,7.08,6.66,251507,290123616.0,6.1,2.91,0.2,1.93
2015-08-04,000012,7.03,7.38,7.39,7.03,288129,350659168.0,5.08,4.24,0.3,2.21
2015-08-05,000012,7.33,7.28,7.56,7.21,317269,393705504.0,4.74,-1.36,-0.1,2.44
2015-08-06,000012,7.09,7.36,7.41,7.01,201055,244311764.0,5.49,1.1,0.08,1.54
2015-08-07,000012,7.42,7.47,7.52,7.34,216563,269868896.0,2.45,1.49,0.11,1.66
2015-08-10,000012,7.55,7.85,7.92,7.39,394518,505857200.0,7.1,5.09,0.38,3.03
2015-08-11,000012,7.72,7.69,7.89,7.63,310072,400323568.0,3.31,-2.04,-0.16,2.38
