trade_date,股票代码,open,close,high,low,vol,amount,振幅,ratio,change,turn_over
2015-04-01,000006,7.67,7.52,7.7,7.42,738736,658695808.0,3.77,1.35,0.1,5.52
2015-04-02,000006,7.53,7.41,7.57,7.27,754923,661365808.0,3.99,-1.46,-0.11,5.64
2015-04-03,000006,7.33,7.65,7.68,7.26,804422,711528224.0,5.67,3.24,0.24,6.01
2015-04-07,000006,7.7,8.38,8.55,7.6,1425291,1341101648.0,12.42,9.54,0.73,10.65
2015-04-08,000006,8.39,8.61,8.84,8.2,994161,986341456.0,7.64,2.74,0.23,7.43
2015-04-09,000006,8.64,9.5,9.6,8.47,1043669,1082448064.0,13.12,10.34,0.89,7.79
2015-04-10,000006,9.51,9.72,10.3,9.12,1005934,1126525808.0,12.42,2.32,0.22,7.51
2015-04-13,000006,9.72,9.6,9.98,9.37,843361,931299776.0,6.28,-1.23,-0.12,6.3
2015-04-14,000006,9.57,9.17,9.57,9.02,781131,831155936.0,5.73,-4.48,-0.43,5.83
2015-04-15,000006,9.12,8.69,9.17,8.57,602401,615980608.0,6.54,-5.23,-0.48,4.5
2015-04-16,000006,8.68,9.07,9.16,8.52,582261,601503008.0,7.36,4.37,0.38,4.35
2015-04-17,000006,9.23,9.15,9.44,8.97,656208,691107056.0,5.18,0.88,0.08,4.9
2015-04-20,000006,9.22,9.37,9.9,8.92,1129733,1227858656.0,10.71,2.4,0.22,8.44
2015-04-21,000006,9.42,10.13,10.17,9.42,970727,1098981936.0,8.0,8.11,0.76,7.25
2015-04-22,000006,10.17,10.42,10.8,10.16,756867,898077200.0,6.32,2.86,0.29,5.65
2015-04-23,000006,10.47,10.35,10.89,10.18,633397,748848416.0,6.81,-0.67,-0.07,4.73
2015-04-24,000006,10.34,10.0,10.34,9.62,704047,799644688.0,6.96,-3.38,-0.35,5.26
2015-04-27,000006,10.04,10.01,10.38,9.82,567441,648684288.0,5.6,0.1,0.01,4.24
2015-04-28,000006,10.01,9.46,10.01,9.32,566187,623297792.0,6.89,-5.49,-0.55,4.23
2015-04-29,000006,9.36,9.85,9.91,9.32,482174,535816688.0,6.24,4.12,0.39,3.6
2015-04-30,000006,10.05,10.3,10.58,9.9,612656,712647312.0,6.9,4.57,0.45,4.58
2015-05-04,000006,10.38,10.03,10.47,9.9,449492,515322928.0,5.53,-2.62,-0.27,3.36
2015-05-05,000006,10.05,9.41,10.05,9.31,435715,478968096.0,7.38,-6.18,-0.62,3.25
2015-05-06,000006,9.37,9.08,9.73,8.91,360854,388546768.0,8.71,-3.51,-0.33,2.7
2015-05-07,000006,9.09,9.05,9.55,8.59,383555,398000880.0,10.57,-0.33,-0.03,2.86
2015-05-08,000006,9.12,9.55,9.56,9.01,336052,357389040.0,6.08,5.52,0.5,2.51
2015-05-11,000006,9.82,9.83,9.96,9.62,605172,675734208.0,3.56,2.93,0.28,4.52
2015-05-12,000006,9.82,9.72,9.95,9.61,501989,557473088.0,3.46,-1.12,-0.11,3.75
2015-05-13,000006,9.73,10.08,10.12,9.56,622074,698280304.0,5.76,3.7,0.36,4.65
2015-05-14,000006,10.08,9.73,10.18,9.7,517247,581371376.0,4.76,-3.47,-0.35,3.86
2015-05-15,000006,9.73,9.12,9.73,9.02,528993,563481920.0,7.3,-6.27,-0.61,3.95
2015-05-18,000006,9.07,9.12,9.4,8.78,363759,381139392.0,6.8,0.0,0.0,2.72
2015-05-19,000006,9.07,9.47,9.47,9.02,434596,466246448.0,4.93,3.84,0.35,3.25
2015-05-20,000006,9.55,9.66,9.91,9.54,607382,678278080.0,3.91,2.01,0.19,4.54
2015-05-21,000006,9.64,10.17,10.2,9.57,687839,784053792.0,6.52,5.28,0.51,5.14
2015-05-22,000006,10.21,10.82,11.16,10.21,983006,1191011520.0,9.34,6.39,0.65,7.34
2015-05-25,000006,10.82,12.04,12.04,10.82,841998,1105313824.0,11.28,11.28,1.22,6.29
2015-05-26,000006,12.75,12.68,13.38,12.19,1274130,1815979584.0,9.88,5.32,0.64,9.52
2015-05-27,000006,12.69,14.09,14.09,12.17,1186028,1726752528.0,15.14,11.12,1.41,8.86
2015-05-28,000006,14.12,13.58,15.16,13.47,1569377,2459506496.0,11.99,-3.62,-0.51,11.72
2015-05-29,000006,13.82,14.22,14.58,12.39,1096633,1673337344.0,16.13,4.71,0.64,8.19
2015-06-01,000006,14.77,15.34,15.7,14.75,954330,1592800448.0,6.68,7.88,1.12,7.13
2015-06-02,000006,15.42,16.15,16.24,14.95,890832,1532594976.0,8.41,5.28,0.81,6.65
2015-06-03,000006,16.15,15.49,16.31,15.11,843105,1428201552.0,7.43,-4.09,-0.66,6.3
2015-06-04,000006,15.42,14.84,15.43,13.9,785005,1251228464.0,9.88,-4.2,-0.65,5.86
2015-06-05,000006,15.19,15.78,15.96,14.85,970852,1635912320.0,7.48,6.33,0.94,7.25
2015-06-08,000006,15.96,17.5,17.5,15.96,1008100,1837022352.0,9.76,10.9,1.72,7.53
2015-06-09,000006,17.92,18.06,18.22,16.7,882969,1684658160.0,8.69,3.2,0.56,6.59
2015-06-10,000006,17.62,17.5,18.02,17.2,681885,1292071616.0,4.54,-3.1,-0.56,5.09
2015-06-11,000006,17.13,17.3,17.47,16.62,667558,1223420624.0,4.86,-1.14,-0.2,4.99
2015-06-12,000006,17.35,18.04,18.46,17.35,760082,1479158256.0,6.42,4.28,0.74,5.68
2015-06-15,000006,18.05,16.89,18.1,16.8,680622,1277334800.0,7.21,-6.37,-1.15,5.08
2015-06-16,000006,16.8,15.36,16.8,15.23,690120,1186716592.0,9.3,-9.06,-1.53,5.15
2015-06-17,000006,15.56,15.89,16.01,15.09,537684,916409008.0,5.99,3.45,0.53,4.02
2015-06-18,000006,15.93,15.92,16.75,15.47,560463,984455392.0,8.06,0.19,0.03,4.19
2015-06-19,000006,15.34,14.29,15.9,14.25,505095,816451088.0,10.36,-10.24,-1.63,3.77
2015-06-23,000006,14.19,14.32,14.49,12.74,563129,834531152.0,12.25,0.21,0.03,4.21
2015-06-24,000006,14.55,14.53,14.84,13.79,574567,902654160.0,7.33,1.47,0.21,4.29
2015-06-25,000006,14.74,13.69,14.92,13.36,558404,876176224.0,10.74,-5.78,-0.84,4.17
2015-06-26,000006,12.98,12.2,13.04,12.2,494588,681570816.0,6.14,-10.88,-1.49,3.69
2015-06-29,000006,12.77,11.09,12.94,10.85,907043,1187339824.0,17.13,-9.1,-1.11,6.77
2015-06-30,000006,10.84,12.31,12.33,10.04,996165,1254064784.0,20.65,11.0,1.22,7.43
2015-07-01,000006,12.16,11.63,12.99,11.53,810879,1112728144.0,11.86,-5.52,-0.68,6.04
2015-07-02,000006,11.82,10.35,12.03,10.34,753202,932542704.0,14.53,-11.01,-1.28,5.61
2015-07-03,000006,9.77,9.19,10.73,9.19,896661,969247520.0,14.88,-11.21,-1.16,6.68
2015-07-06,000006,10.24,9.09,10.24,8.15,1156501,1194142592.0,22.74,-1.09,-0.1,8.62
2015-07-07,000006,8.44,8.06,8.91,8.06,659943,622456960.0,9.35,-11.33,-1.03,4.92
2015-07-08,000006,7.13,7.99,8.74,7.13,1935987,1716055360.0,19.98,-0.87,-0.07,14.43
2015-07-09,000006,7.69,8.92,8.92,7.67,621452,609013072.0,15.64,11.64,0.93,4.63
2015-07-10,000006,9.54,9.94,9.94,9.25,409719,454561744.0,7.74,11.43,1.02,3.05
2015-07-13,000006,10.64,11.06,11.06,10.28,818486,989719664.0,7.85,11.27,1.12,6.1
2015-07-14,000006,11.33,11.09,12.06,10.73,1085951,1378053168.0,12.03,0.27,0.03,8.1
2015-07-15,000006,10.68,9.86,10.94,9.86,623422,718892624.0,9.74,-11.09,-1.23,4.65
2015-07-16,000006,9.86,10.18,10.64,8.9,520824,586362000.0,17.65,3.25,0.32,3.88
2015-07-17,000006,10.24,10.84,10.99,10.18,503997,603758832.0,7.96,6.48,0.66,3.76
2015-07-20,000006,10.96,10.87,11.32,10.54,558892,682269200.0,7.2,0.28,0.03,4.17
2015-07-21,000006,10.74,10.86,11.1,10.4,482168,579142576.0,6.44,-0.09,-0.01,3.59
2015-07-22,000006,10.79,11.12,11.39,10.44,601218,726680176.0,8.75,2.39,0.26,4.48
2015-07-23,000006,11.04,11.67,11.94,10.95,775173,996640800.0,8.9,4.95,0.55,5.78
2015-07-24,000006,11.54,11.48,12.21,11.2,744513,975437216.0,8.65,-1.63,-0.19,5.55
2015-07-27,000006,11.04,10.21,11.71,10.21,651511,797425136.0,13.07,-11.06,-1.27,4.86
2015-07-28,000006,9.34,9.76,10.27,9.14,619414,676312464.0,11.07,-4.41,-0.45,4.62
2015-07-29,000006,10.09,10.44,10.49,9.34,399156,444959920.0,11.78,6.97,0.68,2.98
2015-07-30,000006,10.3,10.07,10.94,9.99,481164,568891536.0,9.1,-3.54,-0.37,3.59
2015-07-31,000006,9.94,10.46,10.54,9.94,465865,540423216.0,5.96,3.87,0.39,3.47
2015-08-03,000006,10.24,10.17,10.47,9.53,416710,469757472.0,8.99,-2.77,-0.29,3.11
2015-08-04,000006,10.21,11.03,11.05,10.14,427071,507129376.0,8.95,8.46,0.86,3.18
2015-08-05,000006,10.88,10.69,11.48,10.6,404826,496210304.0,7.98,-3.08,-0.34,3.02
2015-08-06,000006,10.39,10.3,10.74,10.09,310896,362080848.0,6.08,-3.65,-0.39,2.32
2015-08-07,000006,10.51,10.82,10.85,10.45,299459,357202768.0,3.88,5.05,0.52,2.23
2015-08-10,000006,11.09,11.44,11.65,10.75,551938,690124640.0,8.32,5.73,0.62,4.11
2015-08-11,000006,11.42,11.44,11.66,11.01,565621,714235920.0,5.68,0.0,0.0,4.22
2015-08-12,000006,11.2,12.71,12.71,11.1,769004,1035650096.0,14.07,11.1,1.27,5.73
2015-08-13,000006,13.12,14.11,14.11,12.8,1705854,2556101680.0,10.31,11.01,1.4,12.72
2015-08-14,000006,13.74,14.83,15.53,13.54,1677244,2611431024.0,14.1,5.1,0.72,12.5
2015-08-17,000006,14.32,14.61,15.63,13.71,1251833,1985227072.0,12.95,-1.48,-0.22,9.33
2015-08-18,000006,14.54,13.02,15.14,13.02,868415,1316160112.0,14.51,-10.88,-1.59,6.47
2015-08-19,000006,12.34,13.24,13.74,11.59,828381,1138586176.0,16.51,1.69,0.22,6.18
2015-08-20,000006,12.93,12.57,13.92,12.41,660660,952368656.0,11.4,-5.06,-0.67,4.92
2015-08-21,000006,12.28,11.62,12.83,11.44,487711,653310512.0,11.06,-7.56,-0.95,3.64
2015-08-24,000006,10.5,10.33,11.03,10.33,299346,350545168.0,6.02,-11.1,-1.29,2.23
2015-08-25,000006,9.17,9.17,9.49,9.17,480734,502232528.0,3.1,-11.23,-1.16,3.58
2015-08-26,000006,9.53,8.13,9.62,8.13,712476,722782496.0,16.25,-11.34,-1.04,5.31
2015-08-27,000006,8.44,8.47,8.68,7.38,578805,545960736.0,15.99,4.18,0.34,4.31
2015-08-28,000006,8.75,9.44,9.44,8.54,673212,700714160.0,10.63,11.45,0.97,5.02
2015-08-31,000006,9.45,9.35,10.02,9.25,707239,774605616.0,8.16,-0.95,-0.09,5.27
2015-09-01,000006,9.32,8.29,9.32,8.29,626707,618354752.0,11.02,-11.34,-1.06,4.67
2015-09-02,000006,7.59,8.17,8.76,7.44,542540,504695088.0,15.92,-1.45,-0.12,4.04
2015-09-07,000006,8.37,8.17,8.79,7.85,332628,322798672.0,11.51,0.0,0.0,2.48
2015-09-08,000006,8.23,8.73,8.81,7.79,302920,291696736.0,12.48,6.85,0.56,2.26
2015-09-09,000006,8.8,9.23,9.34,8.72,452053,467562432.0,7.1,5.73,0.5,3.37
2015-09-10,000006,8.97,9.01,9.48,8.85,386059,404641456.0,6.83,-2.38,-0.22,2.88
2015-09-11,000006,9.01,9.44,9.64,8.82,376653,392458320.0,9.1,4.77,0.43,2.81
2015-09-14,000006,9.63,8.37,10.05,8.37,723086,773282592.0,17.8,-11.33,-1.07,5.39
2015-09-15,000006,8.01,7.41,8.22,7.41,459555,416018288.0,9.68,-11.47,-0.96,3.43
2015-09-16,000006,7.6,8.28,8.28,7.4,377506,343846464.0,11.88,11.74,0.87,2.81
2015-09-17,000006,8.32,8.39,9.23,8.14,612320,612202368.0,13.16,1.33,0.11,4.56
2015-09-18,000006,8.57,8.84,9.03,8.4,483593,483815312.0,7.51,5.36,0.45,3.6
2015-09-21,000006,8.54,9.06,9.2,8.42,406070,412412304.0,8.82,2.49,0.22,3.03
2015-09-22,000006,9.08,8.83,9.16,8.74,350119,357128336.0,4.64,-2.54,-0.23,2.61
2015-09-23,000006,8.58,8.97,9.09,8.51,425286,431472992.0,6.57,1.59,0.14,3.17
2015-09-24,000006,9.21,8.96,9.22,8.77,331199,339737200.0,5.02,-0.11,-0.01,2.47
2015-09-25,000006,8.95,8.42,9.07,8.28,319851,318705600.0,8.82,-6.03,-0.54,2.38
2015-09-28,000006,8.39,8.53,8.59,8.24,160056,155538518.0,4.16,1.31,0.11,1.19
2015-09-29,000006,8.33,8.07,8.39,7.94,173077,163539128.0,5.28,-5.39,-0.46,1.29
2015-09-30,000006,8.14,8.14,8.23,7.94,116903,109592248.0,3.59,0.87,0.07,0.87
2015-10-08,000006,8.53,8.54,8.77,8.46,205480,202689613.0,3.81,4.91,0.4,1.53
2015-10-09,000006,8.55,8.63,8.73,8.5,182951,180706234.0,2.69,1.05,0.09,1.36
2015-10-12,000006,8.66,9.3,9.42,8.65,396096,410973328.0,8.92,7.76,0.67,2.95
2015-10-13,000006,9.08,9.34,9.54,9.07,345909,365193840.0,5.05,0.43,0.04,2.58
2015-10-14,000006,9.24,8.93,9.43,8.9,270606,280340256.0,5.67,-4.39,-0.41,2.02
2015-10-15,000006,8.92,9.36,9.4,8.8,327608,342650160.0,6.72,4.82,0.43,2.44
2015-10-16,000006,9.38,9.89,10.01,9.33,589410,644338832.0,7.26,5.66,0.53,4.39
2015-10-19,000006,9.89,9.99,10.45,9.71,520539,589916400.0,7.48,1.01,0.1,3.88
2015-10-20,000006,9.87,9.95,10.07,9.72,302248,336348448.0,3.5,-0.4,-0.04,2.25
2015-10-21,000006,9.96,8.9,10.29,8.83,447755,487128384.0,14.67,-10.55,-1.05,3.34
2015-10-22,000006,8.86,9.32,9.39,8.86,300574,312930064.0,5.96,4.72,0.42,2.24
2015-10-23,000006,9.37,9.8,10.1,9.27,631978,697293744.0,8.91,5.15,0.48,4.71
2015-10-26,000006,10.04,9.66,10.08,9.44,580138,639345488.0,6.53,-1.43,-0.14,4.32
2015-10-27,000006,9.64,9.54,9.67,9.02,337310,357651360.0,6.73,-1.24,-0.12,2.51
2015-10-28,000006,9.6,9.32,9.92,9.22,406843,442936352.0,7.34,-2.31,-0.22,3.03
2015-10-29,000006,9.44,10.38,10.38,9.42,941876,1082511392.0,10.3,11.37,1.06,7.02
2015-10-30,000006,10.54,10.5,11.04,10.37,1229602,1469886288.0,6.45,1.16,0.12,9.17
2015-11-02,000006,9.94,9.83,10.47,9.74,546792,617305408.0,6.95,-6.38,-0.67,4.08
2015-11-03,000006,9.82,9.59,10.04,9.51,398388,439309168.0,5.39,-2.44,-0.24,2.97
2015-11-04,000006,9.62,10.34,10.34,9.61,485740,548319616.0,7.61,7.82,0.75,3.62
2015-11-05,000006,10.44,10.7,10.94,10.11,900438,1053538192.0,8.03,3.48,0.36,6.71
2015-11-06,000006,10.62,10.88,11.3,10.52,786797,964964592.0,7.29,1.68,0.18,5.87
2015-11-09,000006,10.72,10.96,11.19,10.55,734554,896327968.0,5.88,0.74,0.08,5.48
2015-11-10,000006,10.96,10.92,11.29,10.62,714954,874981792.0,6.11,-0.36,-0.04,5.33
2015-11-11,000006,10.79,11.23,11.58,10.79,793305,990403520.0,7.23,2.84,0.31,5.91
2015-11-12,000006,11.32,10.84,11.32,10.72,710204,865281424.0,5.34,-3.47,-0.39,5.29
2015-11-13,000006,10.99,10.59,10.99,10.45,391064,467420480.0,4.98,-2.31,-0.25,2.92
2015-11-16,000006,10.25,10.74,10.74,10.2,261565,309225344.0,5.1,1.42,0.15,1.95
2015-11-17,000006,10.9,10.52,10.98,10.44,509082,610242672.0,5.03,-2.05,-0.22,3.79
2015-11-18,000006,10.55,10.59,11.21,10.34,706023,850482272.0,8.27,0.67,0.07,5.26
2015-11-19,000006,10.59,10.66,10.66,10.32,363680,427842400.0,3.21,0.66,0.07,2.71
2015-11-20,000006,10.71,10.62,10.93,10.49,536868,640858032.0,4.13,-0.38,-0.04,4.0
2015-11-23,000006,10.69,10.7,11.07,10.51,502700,605151536.0,5.27,0.75,0.08,3.75
2015-11-24,000006,10.55,10.62,10.73,10.35,269045,317596048.0,3.55,-0.75,-0.08,2.01
2015-11-25,000006,10.56,10.69,10.89,10.48,381795,456278112.0,3.86,0.66,0.07,2.85
2015-11-26,000006,10.75,11.04,11.04,10.64,754505,916983360.0,3.74,3.27,0.35,5.62
2015-11-27,000006,11.02,10.05,11.27,9.84,672105,809225536.0,12.95,-8.97,-0.99,5.01
2015-11-30,000006,10.15,9.84,10.2,9.23,412791,455231760.0,9.65,-2.09,-0.21,3.08
2015-12-01,000006,9.83,10.28,10.6,9.61,476194,546069632.0,10.06,4.47,0.44,3.55
2015-12-02,000006,10.16,10.17,10.32,9.74,410829,465775344.0,5.64,-1.07,-0.11,3.06
2015-12-03,000006,10.16,10.38,10.54,10.09,342214,396607680.0,4.42,2.06,0.21,2.55
2015-12-04,000006,10.31,10.48,10.62,10.14,413145,483254992.0,4.62,0.96,0.1,3.08
2015-12-07,000006,10.5,10.54,10.73,10.26,396633,467102864.0,4.48,0.57,0.06,2.96
2015-12-08,000006,10.37,9.87,10.44,9.77,434876,490324464.0,6.36,-6.36,-0.67,3.24
2015-12-09,000006,9.87,9.8,9.98,9.72,201165,223383115.0,2.63,-0.71,-0.07,1.5
2015-12-10,000006,9.93,9.82,10.12,9.77,195756,218989215.0,3.57,0.2,0.02,1.46
2015-12-11,000006,9.85,9.6,9.92,9.58,187235,205518935.0,3.46,-2.24,-0.22,1.4
2015-12-14,000006,9.49,9.91,9.92,9.34,199980,219004585.0,6.04,3.23,0.31,1.49
2015-12-15,000006,10.02,10.0,10.12,9.95,198358,224187191.0,1.72,0.91,0.09,1.48
2015-12-16,000006,10.0,9.89,10.1,9.84,156970,175550582.0,2.6,-1.1,-0.11,1.17
2015-12-17,000006,9.95,10.22,10.34,9.94,448189,513435520.0,4.04,3.34,0.33,3.34
2015-12-18,000006,10.33,10.47,10.91,10.32,616449,728592272.0,5.77,2.45,0.25,4.6
2015-12-21,000006,10.44,10.77,10.96,10.24,545074,651617536.0,6.88,2.87,0.3,4.06
2015-12-22,000006,10.92,11.06,11.19,10.7,649668,794441776.0,4.55,2.69,0.29,4.84
2015-12-23,000006,11.04,11.06,11.51,10.89,755452,942204608.0,5.61,0.0,0.0,5.63
2015-12-24,000006,11.08,10.72,11.21,10.52,417278,500981040.0,6.24,-3.07,-0.34,3.11
2015-12-25,000006,10.71,10.8,10.89,10.6,253615,304608976.0,2.71,0.75,0.08,1.89
2015-12-28,000006,10.8,10.25,10.89,10.22,380162,448414336.0,6.2,-5.09,-0.55,2.83
2015-12-29,000006,10.26,10.48,10.49,10.14,187815,217134880.0,3.41,2.24,0.23,1.4
2015-12-30,000006,10.54,10.5,10.62,10.34,164010,192592223.0,2.67,0.19,0.02,1.22
2015-12-31,000006,10.53,10.25,10.56,10.2,165938,193166229.0,3.43,-2.38,-0.25,1.24
2016-01-04,000006,10.2,9.12,10.26,9.1,232853,254639754.0,11.32,-11.02,-1.13,1.74
2016-01-05,000006,8.39,8.78,9.15,8.34,311663,311115968.0,8.88,-3.73,-0.34,2.33
2016-01-06,000006,8.8,9.04,9.04,8.75,170916,173812960.0,3.3,2.96,0.26,1.28
2016-01-07,000006,8.87,8.01,8.87,8.01,49413,47167380.0,9.51,-11.39,-1.03,0.37
2016-01-08,000006,8.26,8.1,8.41,7.64,248701,233157507.0,9.61,1.12,0.09,1.86
2016-01-11,000006,8.04,7.18,8.06,7.16,276227,243967988.0,11.11,-11.36,-0.92,2.06
2016-01-12,000006,7.28,7.25,7.33,7.02,172506,146142637.0,4.32,0.97,0.07,1.29
2016-01-13,000006,7.27,7.19,7.39,6.92,142983,120701297.0,6.48,-0.83,-0.06,1.07
2016-01-14,000006,6.94,7.34,7.43,6.76,167085,140893199.0,9.32,2.09,0.15,1.25
2016-01-15,000006,7.17,7.13,7.39,6.83,192096,160852979.0,7.63,-2.86,-0.21,1.43
2016-01-18,000006,6.85,7.18,7.31,6.84,173413,145010479.0,6.59,0.7,0.05,1.29
2016-01-19,000006,7.18,7.44,7.47,7.07,196827,169010877.0,5.57,3.62,0.26,1.47
2016-01-20,000006,7.36,7.28,7.55,7.22,145467,125782107.0,4.44,-2.15,-0.16,1.09
2016-01-21,000006,7.11,6.99,7.32,6.77,180147,150148396.0,7.55,-3.98,-0.29,1.34
2016-01-22,000006,7.0,6.99,7.09,6.74,125473,102988788.0,5.01,0.0,0.0,0.94
2016-01-25,000006,7.05,6.99,7.07,6.9,106507,87975314.0,2.43,0.0,0.0,0.79
